,Question,orig_Question,Numbers,Equation,Answer,group_nums,Grade,Type,Body,Ques_Statement
151, during to the where he other from different . if he number0 second number1 number2 grade and number3 how many more buddy during ?,during recess buddy went to the cafeteria where he met other students from different grades . if he met number0 second grade students number1 number2 grade students and number3 fifth grade students how many more students did buddy meet during recess ?,14 10 4 16,+ + number0 number1 number3,40.0,"[2, 4, 9, 10, 13, 17, 18, 19, 20, 22, 23, 24, 25, 26, 27, 28, 29, 31, 38, 39, 40]",3,Sum,during recess buddy went to the cafeteria where he met other students from different grades . if he met number0 second grade students number1 number2 grade students and number3 fifth grade students,how many more students did buddy meet during recess ?
152, after the final to the with his new . on his he number0 on the left of the and number1 on the . how many on the ?,after the final bell rang buddy ran to the school bus with his new friends . on his ride home he counted number0 students sitting on the left side of the bus and number1 sitting on the right . how many students are on the bus ride home ?,36 27,+ number0 number1,63.0,"[32, 33, 34, 1, 5, 7, 45, 46, 47, 21, 22, 23]",3,Addition,after the final bell rang buddy ran to the school bus with his new friends . on his ride home he counted number0 students sitting on the left side of the bus and number1 sitting on the right .,how many students are on the bus ride home ?
153, the and her for at 's . number0 and number1 this . how many ?,helen the hippo and her friends are preparing for thanksgiving at helen 's house . helen baked number0 chocolate chip cookies yesterday and number1 cookies this morning . how many cookies did helen bake ?,435 139,+ number0 number1,574.0,"[32, 1, 33, 5, 16, 17, 18, 20, 22, 23, 24, 31]",3,Addition,helen the hippo and her friends are preparing for thanksgiving at helen 's house . helen baked number0 chocolate chip cookies yesterday and number1 cookies this morning .,how many cookies did helen bake ?
154, pinky the number0 while the number1 how many they altogether ?,pinky the pig bought number0 apples while danny the duck bought number1 how many apples do they have altogether ?,36 73,+ number0 number1,109.0,"[1, 3, 4, 5, 10, 11, 12, 16, 17, 18]",3,Addition,pinky the pig bought number0 apples while danny the duck bought number1 how,many apples do they have altogether ?
155, the number0 in a brown . his number1 more hotdog in the same brown . how many and his in the ?,dylan the dog prepared number0 hotdog sticks in a brown bag . his father placed number1 more hotdog sticks in the same brown bag . how many hotdog sticks did dylan and his father place in the brown bag ?,241 426,+ number0 number1,667.0,"[1, 2, 3, 4, 5, 6, 36, 37, 38, 14, 15, 16, 18]",3,Addition,dylan the dog prepared number0 hotdog sticks in a brown bag . his father placed number1 more hotdog sticks in the same brown bag .,how many hotdog sticks did dylan and his father place in the brown bag ?
156, 's number0 . after a few 's with number1 . how many they altogether ?,helen 's mother brought number0 hotdogs . after a few hours dylan 's mother arrived with number1 hotdogs . how many hotdogs do they have altogether ?,101 379,+ number0 number1,480.0,"[1, 3, 4, 5, 15, 16, 17, 23, 24, 25]",3,Addition,helen 's mother brought number0 hotdogs . after a few hours dylan 's mother arrived with number1 hotdogs .,how many hotdogs do they have altogether ?
157, number0 for and number1 how many they in total ?,pinky made number0 miniature pumpkin pies for everyone and helen made number1 how many miniature pies do they have in total ?,147 56,+ number0 number1,203.0,"[1, 2, 3, 5, 6, 10, 11, 12, 18, 19, 20]",3,Addition,pinky made number0 miniature pumpkin pies for everyone and helen made number1 how,many miniature pies do they have in total ?
158, it spring at high so rachel and her to a across . since always by the french they their with a to . during their there to the famous . if she number0 of up and number1 down what the total number of that she ?,it 's spring break at rosewood high so rachel and her family decided to take a trip across europe . since rachel has always been fascinated by the french people they began their tour with a visit to france . during their stay there rachel went to the famous eiffel tower . if she climbed number0 flights of stairs going up and number1 going down what is the total number of steps that she took ?,567 325,+ number0 number1,892.0,"[2, 72, 73, 74, 54, 55, 56, 61, 62, 63]",3,Addition,it 's spring break at rosewood high so rachel and her family decided to take a trip across europe . since rachel has always been fascinated by the french people they began their tour with a visit to france . during their stay there rachel went to the famous eiffel tower . if she climbed number0 flights of stairs going up and number1 going down,what is the total number of steps that she took ?
159, after 's that they the in . if they number0 by and number1 by across the english what the total that they ?,after visiting france rachel 's sister bella requested that they see the buckingham palace in london . if they travelled number0 miles by land and number1 miles by sea across the english channel what is the total distance that they travelled ?,451 150,+ number0 number1,601.0,"[2, 38, 39, 40, 19, 20, 21, 24, 25, 26]",3,Addition,after visiting france rachel 's sister bella requested that they see the buckingham palace in london . if they travelled number0 miles by land and number1 miles by sea across the english channel,what is the total distance that they travelled ?
160, the very first that when they the . if she number0 of and number1 of how much she in total ?,the very first thing that rachel tried when they reached england was the food . if she ate number0 grams of bacon and number1 grams of sausages how much food did she eat in total ?,276 147,+ number0 number1,423.0,"[32, 33, 2, 34, 17, 18, 19, 22, 23, 24]",3,Addition,the very first thing that rachel tried when they reached england was the food . if she ate number0 grams of bacon and number1 grams of sausages,how much food did she eat in total ?
161, after a they to the . there that number0 to the that . if there number1 the previous how many the within number2 ?,after eating a hearty meal they went to see the buckingham palace . there rachel learned that number0 visitors came to the palace that day . if there were number1 visitors the previous day how many visited the palace within number2 days ?,583 246 2,+ number0 number1,829.0,"[2, 6, 39, 40, 41, 16, 17, 18, 28, 29, 30]",3,Addition,after eating a hearty meal they went to see the buckingham palace . there rachel learned that number0 visitors came to the palace that day . if there were number1 visitors the previous day,how many visited the palace within number2 days ?
162, the last of their italy ; there they the where modern . during their there she number0 of and her sister number1 how many of and there ?,the last stop of their tour was italy ; there they visited naples the place where modern pizza was invented . during their stay there she ate number0 grams of pizza and her sister ate number1 how many grams of pizza did rachel and bella ate there ?,598 354,+ number0 number1,952.0,"[1, 34, 35, 36, 5, 9, 44, 45, 46, 26, 27, 28]",3,Addition,the last stop of their tour was italy ; there they visited naples the place where modern pizza was invented . during their stay there she ate number0 grams of pizza and her sister ate number1 how,many grams of pizza did rachel and bella ate there ?
163, near . mr. of nice a to to the less fortunate . the first that he to an . there he up as and to the . if he number0 to the and number1 to the how many he to all ?,christmas is near . mr. anderson president of nice people inc. organized a charity event to share happiness to the less fortunate people . the first thing that he did is to visit an orphanage . there he dressed up as santa and gave toys to the children . if he gave number0 toy cars to the boys and number1 dolls to the girls how many toys did he give to all ?,134 269,+ number0 number1,403.0,"[2, 69, 70, 71, 51, 52, 53, 54, 58, 59, 60]",3,Addition,christmas is near . mr. anderson president of nice people inc. organized a charity event to share happiness to the less fortunate people . the first thing that he did is to visit an orphanage . there he dressed up as santa and gave toys to the children . if he gave number0 toy cars to the boys and number1 dolls to the girls,how many toys did he give to all ?
164, next on his the near his . there he number0 of and number1 of . how many of the from ?,next on his list is the nursing home near his office . there he number0 boxes of vitamins and number1 boxes of supplements . how many boxes of medicine did the nursing home receive from mr. anderson ?,472 288,+ number0 number1,760.0,"[1, 34, 35, 36, 5, 13, 14, 15, 18, 19, 20]",3,Addition,next on his list is the nursing home near his office . there he number0 boxes of vitamins and number1 boxes of supplements .,how many boxes of medicine did the nursing home receive from mr. anderson ?
165, good about what he to to . he around the and to . if he number0 and number1 how many of he out in total ?,feeling good about what he did mr. anderson decided to continue giving to others . he went around the city and gave clothes to homeless people . if he gave number0 shirts and number1 trousers how many pieces of clothing did he gave out in total ?,589 345,+ number0 number1,934.0,"[32, 33, 34, 35, 2, 43, 44, 45, 30, 31]",3,Addition,feeling good about what he did mr. anderson decided to continue giving to others . he went around the city and gave clothes to homeless people . if he gave number0 shirts and number1 trousers,how many pieces of clothing did he gave out in total ?
166, after out he the to the nearest to them a proper . if he number0 and number1 how many homeless he able to ?,after giving out clothes he invited the homeless to the nearest soup kitchen to give them a proper meal . if he fed number0 men and number1 women how many homeless people was he able to feed ?,219 328,+ number0 number1,547.0,"[2, 34, 35, 36, 22, 23, 24, 25, 26, 27]",3,Addition,after giving out clothes he invited the homeless to the nearest soup kitchen to give them a proper meal . if he fed number0 men and number1 women,how many homeless people was he able to feed ?
167, the last that he to the . there he some to sure the and there of . if there number0 and number1 there how many there in the ?,the last place that he went to was the city animal shelter . there he donated some money to make sure the dogs and cats there are being taken care of . if there are number0 cats and number1 dogs there how many animals are there in the shelter ?,645 567,+ number0 number1,1212.0,"[34, 35, 36, 37, 38, 39, 2, 46, 47, 48]",3,Addition,the last place that he went to was the city animal shelter . there he donated some money to make sure the dogs and cats there are being taken care of . if there are number0 cats and number1 dogs there,how many animals are there in the shelter ?
168, denver the a famous in the of . together with his wally the they to the tallest ever the . to sure the of the strongly they the best in . if they number0 and number1 how many in total they to the ?,denver the dog is a famous architect in the city of animapolis . together with his engineer friend wally the wolf they decided to build the tallest building ever the animus tower . to make sure the framework of the tower is strongly built they hired the best builders in town . if they hired number0 beavers and number1 spiders how many workers in total did they hire to make the framework ?,318 544,+ number0 number1,862.0,"[2, 69, 70, 71, 54, 55, 56, 57, 58, 59]",3,Addition,denver the dog is a famous architect in the city of animapolis . together with his engineer friend wally the wolf they decided to build the tallest building ever the animus tower . to make sure the framework of the tower is strongly built they hired the best builders in town . if they hired number0 beavers and number1 spiders,how many workers in total did they hire to make the framework ?
169, to heavy they number0 red and number1 black . how many they in total ?,to carry heavy construction materials they employed number0 red ants and number1 black ants . how many ants did they employ in total ?,413 487,+ number0 number1,900.0,"[1, 5, 6, 7, 8, 9, 10, 11, 12, 13, 20, 21, 22]",3,Addition,to carry heavy construction materials they employed number0 red ants and number1 black ants .,how many ants did they employ in total ?
170, after the they number0 and number1 to the of the . how many the of the ?,after the framework was finished they asked number0 monkeys and number1 termites to finish the rest of the building . how many workers finished the rest of the construction ?,239 622,+ number0 number1,861.0,"[6, 7, 8, 9, 10, 11, 26, 27, 28]",3,Addition,after the framework was finished they asked number0 monkeys and number1 termites to finish the rest of the building .,how many workers finished the rest of the construction ?
171, when the they to it brightly in the . to that they number0 and number1 . how many in the ?,when the building is done they wanted to make it shine brightly in the night . to fix that they commissioned number0 fireflies and number1 glow worms . how many animals worked in the lights ?,432 297,+ number0 number1,729.0,"[32, 33, 34, 4, 20, 21, 22, 23, 24, 25, 26]",3,Addition,when the building is done they wanted to make it shine brightly in the night . to fix that they commissioned number0 fireflies and number1 glow worms .,how many animals worked in the lights ?
172, it all of the number0 to the and it indeed the brightest and that can at ' . if the first of the number1 and the second number2 . how many the ?,it took all of the workers number0 year to finish the animus tower and it was indeed the brightest and tallest structure that can be seen at animapolis ' skyline . if the first half of the building has number1 stories and the second half has number2 stories . how many stories do the animus tower has ?,1 145 255,+ number1 number2,400.0,"[1, 5, 38, 39, 6, 7, 40, 45, 46, 47, 14, 54, 55, 56]",3,Addition,it took all of the workers number0 year to finish the animus tower and it was indeed the brightest and tallest structure that can be seen at animapolis ' skyline . if the first half of the building has number1 stories and the second half has number2 stories .,how many stories do the animus tower has ?
173, it new 's . and his to new to in the that to later that . before the benjamin to some of the famous in nyc first . from the he number0 to the nearest then another number1 to central . how many he to to central from the ?,it 's new year 's eve . benjamin and his family went to new york city to take part in the celebration that is going to take place later that night . before the evening celebrations benjamin wanted to see some of the famous places in nyc first . from the hotel he walked number0 steps to the nearest restaurant then another number1 steps to central park . how many steps did he take to get to central park from the hotel ?,234 378,+ number0 number1,612.0,"[1, 4, 7, 79, 80, 81, 53, 54, 55, 61, 62, 63]",3,Addition,it 's new year 's eve . benjamin and his family went to new york city to take part in the celebration that is going to take place later that night . before the evening celebrations benjamin wanted to see some of the famous places in nyc first . from the hotel he walked number0 steps to the nearest restaurant then another number1 steps to central park .,how many steps did he take to get to central park from the hotel ?
174, next on his the famous . there he that the number0 to the top and the number1 . how the ?,next on his list is the famous empire state building . there he learned that the building stands number0 feet to the top floor and the antenna spire is number1 feet . how tall is the empire state building ?,1250 204,+ number0 number1,1454.0,"[36, 37, 6, 38, 17, 18, 19, 28, 29, 30]",3,Addition,next on his list is the famous empire state building . there he learned that the building stands number0 feet to the top floor and the antenna spire is number1 feet .,how tall is the empire state building ?
175, at the of the he the square so he to there as well . it him number0 to down the and number1 from the to . how many he to to ?,at the top of the empire state building he saw the madison square garden so he decided to go there as well . it took him number0 steps to get down the building and number1 steps from the building to madison square garden . how many steps did he take to get to madison square ?,676 315,+ number0 number1,991.0,"[33, 34, 35, 1, 5, 6, 52, 53, 54, 25, 26, 27]",3,Addition,at the top of the empire state building he saw the madison square garden so he decided to go there as well . it took him number0 steps to get down the building and number1 steps from the building to madison square garden .,how many steps did he take to get to madison square ?
176, it dark so he to number0 last . he a to the metropolitan of . if he number1 of asian and number2 of egyptian how many of he ?,it 's getting dark so he decided to take number0 last stop . he took a cab to the metropolitan museum of art . if he saw number1 pieces of asian art and number2 pieces of egyptian art how many pieces of art did he see ?,1 465 527,+ number1 number2,992.0,"[32, 33, 34, 2, 8, 9, 10, 11, 43, 44, 45, 15, 21, 26, 27, 28]",3,Addition,it 's getting dark so he decided to take number0 last stop . he took a cab to the metropolitan museum of art . if he saw number1 pieces of asian art and number2 pieces of egyptian art,how many pieces of art did he see ?
177, after the back to the where he for new 's at the annual square ball . to there he number0 to the then number1 to itself . how many he before square ?,after visiting the museum benjamin went back to the hotel where he prepared for new year 's eve at the annual times square ball drop . to get there he took number0 steps to the rockefeller center then number1 steps to times square itself . how many steps did he take before reaching times square ?,354 228,+ number0 number1,582.0,"[32, 1, 37, 38, 39, 5, 52, 53, 54, 30, 31]",3,Addition,after visiting the museum benjamin went back to the hotel where he prepared for new year 's eve at the annual times square ball drop . to get there he took number0 steps to the rockefeller center then number1 steps to times square itself .,how many steps did he take before reaching times square ?
178, sofia of the a to about the at the . the first of to whether the like the at the . if number0 that they the and number1 they n't how many in the ?,sofia president of the school student organization held a meeting to talk about the food being served at the school cafeteria . the first order of business is to discuss whether the students like the food being served at the school . if number0 students said that they like the food and number1 students said they did n't how many students participated in the discussion ?,383 431,+ number0 number1,814.0,"[64, 3, 42, 43, 44, 11, 17, 51, 52, 53, 19, 62, 63]",3,Addition,sofia president of the school student organization held a meeting to talk about the food being served at the school cafeteria . the first order of business is to discuss whether the students like the food being served at the school . if number0 students said that they like the food and number1 students said they did n't,how many students participated in the discussion ?
179, after that the to they a for . if number0 to more to the and number1 to more meat how many ?,after agreeing that the school menu needs to be changed they had a vote for food suggestions . if number0 voted to add more veggies to the menu and number1 voted to add more meat how many students voted ?,337 335,+ number0 number1,672.0,"[36, 37, 38, 18, 19, 20, 28, 29, 30]",3,Addition,after agreeing that the school menu needs to be changed they had a vote for food suggestions . if number0 voted to add more veggies to the menu and number1 voted to add more meat,how many students voted ?
180, since the of the close it that they will the with both and . this upon by number0 third and number1 number2 . how many with the ?,since the result of the vote was close it was decided that they will balance the menu with both meat and vegetables . this decision was agreed upon by number0 third grade students and number1 number2 grade students . how many students agreed with the decision ?,154 237 4,+ number0 number1,391.0,"[32, 33, 34, 35, 36, 37, 1, 7, 3, 43, 44, 45, 28, 29, 30]",3,Addition,since the result of the vote was close it was decided that they will balance the menu with both meat and vegetables . this decision was agreed upon by number0 third grade students and number1 number2 grade students .,how many students agreed with the decision ?
181, because of the the to specific of . if number0 while number1 to the how many in the of new ?,because of the decision sofia asked the students to suggest specific types of food . if number0 students suggested adding mashed potatoes while number1 suggested adding bacon to the menu how many students participated in the suggestion of new food items ?,279 234,+ number0 number1,513.0,"[33, 5, 38, 39, 40, 15, 16, 17, 18, 22, 23, 24, 31]",3,Addition,because of the decision sofia asked the students to suggest specific types of food . if number0 students suggested adding mashed potatoes while number1 suggested adding bacon to the menu,how many students participated in the suggestion of new food items ?
182, after a a to if the the new . she out that number0 the new while number1 n't . how many in 's ?,after a week sofia did a survey to ask if the students liked the new menu . she found out that number0 students liked the new menu while number1 did n't . how many students took part in sofia 's survey ?,235 165,+ number0 number1,400.0,"[1, 3, 6, 38, 39, 40, 12, 20, 21, 22, 27, 28, 29]",3,Addition,after a week sofia did a survey to ask if the students liked the new menu . she found out that number0 students liked the new menu while number1 did n't .,how many students took part in sofia 's survey ?
183, also the and the . what the height between the number0 if the number1 and the number2 ?,rob also compared the empire state building and the petronas towers . what is the height difference between the number0 if the empire state building is number1 m tall and the petronas towers is number2 m tall ?,2 443 452,- number2 number1,9.0,"[33, 34, 35, 36, 18, 19, 20, 25, 26, 27]",3,Subtraction,rob also compared the empire state building and the petronas towers .,what is the height difference between the number0 if the empire state building is number1 m tall and the petronas towers is number2 m tall ?
184, also the which at number0 and ' high at number1 the tallest in the how much high than the ?,rob also matched the london eye which stands at number0 ft and las vegas ' high roller standing at number1 ft. being the tallest ferris wheel in the world how much taller is high roller than the london eye ?,443 550,- number1 number0,107.0,"[36, 37, 38, 8, 9, 10, 18, 19, 20]",3,Subtraction,rob also matched the london eye which stands at number0 ft and las vegas ' high roller standing at number1 ft. being the tallest ferris wheel in the world,how much taller is high roller than the london eye ?
185, lastly 's and 's . how the if the at number0 high and it taller than the by number1 ?,lastly rob compared canada 's cn tower and seattle 's space needle . how tall is the space needle if the cn tower stands at number0 m high and it is taller than the space needle by number1 m ?,553 369,- number0 number1,184.0,"[36, 37, 38, 14, 24, 25, 26]",3,Subtraction,lastly rob compared canada 's cn tower and seattle 's space needle .,how tall is the space needle if the cn tower stands at number0 m high and it is taller than the space needle by number1 m ?
186, and his a to a buried in an unknown so they to on a . after the on the they out that they to to the of . to there they could a for $ number0 or a for $ number1 . how much can they if they a to the ?,mike and his brother joe found a map leading to a buried treasure in an unknown island so they decided to go on a treasure hunt . after decoding the clues on the map they found out that they need to go to the island of mysteries . to get there they could either take a plane for $ number0 or a boat for $ number1 . how much money can they save if they took a boat to the island ?,600.00 254.00,- number0 number1,346.0,"[64, 65, 78, 79, 80, 58, 59, 60]",3,Subtraction,mike and his brother joe found a map leading to a buried treasure in an unknown island so they decided to go on a treasure hunt . after decoding the clues on the map they found out that they need to go to the island of mysteries . to get there they could either take a plane for $ number0 or a boat for $ number1 .,how much money can they save if they took a boat to the island ?
187, when they at the 's they at the and out that the number of they to to to the next the between number0 and number1 how many they to to to the next ?,when they arrived at the island 's starting point they looked at the clues and found out that the number of steps they need to take to get to the next clue is the difference between number0 and number1 how many steps do they have to take to get to the next clue ?,537 369,- number0 number1,168.0,"[35, 36, 37, 38, 39, 50, 51, 52]",3,Subtraction,when they arrived at the island 's starting point they looked at the clues and found out that the number of steps they need to take to get to the next clue is the difference between number0 and number1 how,many steps do they have to take to get to the next clue ?
188, the them through the and into a . to the they to on the . if the already number0 . of and the number1 . how much more to they to ?,the map led them through the forest and into a cave . to open the cave doors they need to put weights on the switch . if the switch already has number0 lbs . of weights and the total needed is number1 lbs . how much more weight to they need to add ?,234 712,- number1 number0,478.0,"[32, 4, 40, 41, 42, 50, 51, 52, 30, 31]",3,Subtraction,the map led them through the forest and into a cave . to open the cave doors they need to put weights on the switch . if the switch already has number0 lbs . of weights and the total needed is number1 lbs .,how much more weight to they need to add ?
189, if the number0 deep and they already at number1 how much farther until they the of the ?,if the cave is number0 feet deep and they are already at number1 feet how much farther until they reach the end of the cave ?,974 588,- number0 number1,386.0,"[3, 4, 5, 11, 12, 13, 22, 23, 24]",3,Subtraction,if the cave is number0 feet deep and they are already at number1 feet,how much farther until they reach the end of the cave ?
190, at the of the they a golden . if the number0 and number1 how many more there than ?,at the end of the cave they found a golden chest . if the chest contains number0 diamonds and number1 rubies how many more diamonds are there than rubies ?,421 377,- number0 number1,44.0,"[3, 10, 11, 14, 15, 16, 17, 18, 19, 20, 26, 27, 28]",3,Subtraction,at the end of the cave they found a golden chest . if the chest contains number0 diamonds and number1 rubies,how many more diamonds are there than rubies ?
191, the to a beautiful by a . the will when the number of white the same as the number of red . if there number0 white and number1 red how many more red ?,the path opened to a beautiful garden enclosed by a wall . the exit door will open when the number of white flowers is the same as the number of red flowers . if there are number0 white flowers and number1 red flowers how many more red flowers are needed ?,555 347,- number0 number1,208.0,"[2, 35, 36, 37, 38, 39, 40, 41, 42, 9, 4, 8, 11, 12, 13, 47, 18, 48, 49]",3,Subtraction,the path opened to a beautiful garden enclosed by a wall . the exit door will open when the number of white flowers is the same as the number of red flowers . if there are number0 white flowers and number1 red flowers,how many more red flowers are needed ?
192, the to a number0 across if the he to only number1 how much longer he to if he to the the ?,the exit door leads to a river number0 inches across if the bridge he needs to cross is only number1 inches how much longer does he need to build if he wants to cross the river using the bridge ?,487 295,- number0 number1,192.0,"[36, 37, 6, 7, 8, 38, 18, 19, 20]",3,Subtraction,the exit door leads to a river number0 inches across if the bridge he needs to cross is only number1 inches,how much longer does he need to build if he wants to cross the river using the bridge ?
193, across the he into a . to out he to it with number0 of . if the initially number1 how much he to it ?,across the river he fell into a hole . to get out he needs to fill it with number0 gallons of water . if the hole initially has number1 gallons how much water does he need to fill it ?,823 676,- number0 number1,147.0,"[4, 36, 37, 38, 17, 18, 19, 27, 28, 29]",3,Subtraction,across the river he fell into a hole . to get out he needs to fill it with number0 gallons of water . if the hole initially has number1 gallons,how much water does he need to fill it ?
194, at the of the forest an the out . in to through he to the gather . if the number0 of and they already number1 how many more to ?,at the edge of the forest an anthill is blocking the way out . in order to pass through he needs to help the ants gather food . if the ants need number0 grains of food and they already have number1 how many more grains are needed to be gathered ?,911 762,- number0 number1,149.0,"[32, 33, 39, 40, 41, 47, 48, 49, 31]",3,Subtraction,at the edge of the forest an anthill is blocking the way out . in order to pass through he needs to help the ants gather food . if the ants need number0 grains of food and they already have number1,how many more grains are needed to be gathered ?
195, an to some to his to around the . he by . he number0 and he already number1 how many more he to ?,charlie an aspiring inventor is planning to make some wings to fulfill his dream to fly around the world . he started by collecting feathers . he needs number0 feathers and he already has number1 how many more feathers does he need to collect ?,900 387,- number0 number1,513.0,"[33, 34, 35, 3, 1, 2, 8, 41, 42, 43, 27, 28, 29]",3,Subtraction,charlie an aspiring inventor is planning to make some wings to fulfill his dream to fly around the world . he started by collecting feathers . he needs number0 feathers and he already has number1 how,many more feathers does he need to collect ?
196, next on his wax to the together . if the number0 of and right now he just number1 how many of wax he already ?,next on his checklist are wax glues to stick the feathers together . if the feathers require number0 g of wax and right now he just needs number1 g how many grams of wax glue does he already have ?,469 257,- number0 number1,212.0,"[3, 36, 37, 38, 13, 16, 17, 18, 26, 27, 28]",3,Subtraction,next on his checklist are wax glues to stick the feathers together . if the feathers require number0 g of wax and right now he just needs number1 g,how many grams of wax glue does he already have ?
197, the now to . if the at number0 and the required number1 how many more the oven to ?,the wings now need to be heated . if the oven is at number0 degrees and the required temperature is number1 degrees how many more degrees does the oven temperature need to increase ?,150 546,- number1 number0,396.0,"[32, 12, 13, 14, 15, 16, 19, 20, 21, 22, 30, 31]",3,Subtraction,the wings now need to be heated . if the oven is at number0 degrees and the required temperature is number1 degrees,how many more degrees does the oven temperature need to increase ?
198, while the to for the . if he number0 of and he number1 in how much additional he to ?,while heating the wings charlie decided to make metal supports for the wings . if he needs number0 lbs of metal and he has number1 lbs in storage how much additional metal does he need to buy ?,635 276,- number0 number1,359.0,"[2, 34, 35, 36, 9, 16, 17, 18, 23, 24, 25]",3,Subtraction,while heating the wings charlie decided to make metal supports for the wings . if he needs number0 lbs of metal and he has number1 lbs in storage,how much additional metal does he need to buy ?
199, finally he to to the so he to it like a . if he to number0 of and he still number1 from his last how much more he to ?,finally he wanted to add color to the wings so he decided to paint it like a rainbow . if he wanted to use number0 liters of paint and he still have number1 liters left from his last project how much more paint does he need to buy ?,333 157,- number0 number1,176.0,"[32, 33, 4, 12, 45, 46, 47, 23, 24, 25, 31]",3,Subtraction,finally he wanted to add color to the wings so he decided to paint it like a rainbow . if he wanted to use number0 liters of paint and he still have number1 liters left from his last project,how much more paint does he need to buy ?
200, willie the to the biggest their ever . first he the . he to number0 . of . if he number1 . of in his how much more flour he to ?,willie the town baker wanted to make the biggest cake their town has ever seen . first he prepared the flour . he is planning to use number0 lbs . of flour . if he has number1 lbs . of flour stored in his bakery how much more flour does he need to buy ?,501 294,- number0 number1,207.0,"[2, 35, 36, 37, 4, 51, 52, 53, 26, 27, 28]",3,Subtraction,willie the town baker wanted to make the biggest cake their town has ever seen . first he prepared the flour . he is planning to use number0 lbs . of flour . if he has number1 lbs . of flour stored in his bakery,how much more flour does he need to buy ?
201, next on his the . if he number0 for his and his him number1 how many more should he ?,next on his shopping list are the eggs . if he needs number0 eggs for his cake and his friend andrew gave him number1 how many more eggs should he buy ?,222 155,- number0 number1,67.0,"[2, 11, 12, 13, 16, 17, 21, 22, 23, 24, 28, 29, 30]",3,Subtraction,next on his shopping list are the eggs . if he needs number0 eggs for his cake and his friend andrew gave him number1,how many more eggs should he buy ?
202, to sure that the sweet he number0 . of . if he number1 . of in his how much additional will he ?,to make sure that the cake is sweet he needs number0 lbs . of sugar . if he has number1 lbs . of sugar stored in his house how much additional sugar will he need ?,450 287,- number0 number1,163.0,"[32, 33, 2, 34, 9, 10, 11, 18, 19, 20]",3,Subtraction,to make sure that the cake is sweet he needs number0 lbs . of sugar . if he has number1 lbs . of sugar stored in his house,how much additional sugar will he need ?
203, since the that he a chocolate he will number0 . of . if the already him number1 . how much he still ?,since the townspeople requested that he makes a chocolate cake he will need number0 lbs . of cocoa powder . if the mayor already gave him number1 lbs . how much cocoa powder does he still need ?,306 259,- number0 number1,47.0,"[34, 35, 4, 36, 12, 13, 14, 25, 26, 27]",3,Subtraction,since the townspeople requested that he makes a chocolate cake he will need number0 lbs . of cocoa powder . if the mayor already gave him number1 lbs .,how much cocoa powder does he still need ?
204, for the and final will to number0 . of whipped . if he number1 . of from his how much more to ?,for the frosting and final touches willie will need to have number0 lbs . of whipped cream . if he got number1 lbs . of cream from his farm how much more cream is needed to be bought ?,300 149,- number0 number1,151.0,"[2, 35, 36, 37, 10, 11, 12, 20, 21, 22]",3,Subtraction,for the frosting and final touches willie will need to have number0 lbs . of whipped cream . if he got number1 lbs . of cream from his farm,how much more cream is needed to be bought ?
205, there only a before . out to for his . $ number0 for his he to a and his a new of for $ number1 . how much he ?,there 's only a week left before christmas . john went out to buy gifts for his family . having $ number0 for his budget he went to a sports store and bought his brother a new pair of shoes for $ number1 . how much money does he have left ?,999.00 165.00,- number0 number1,834.0,"[0, 41, 42, 48, 49, 50, 20, 21, 22]",3,Subtraction,there 's only a week left before christmas . john went out to buy gifts for his family . having $ number0 for his budget he went to a sports store and bought his brother a new pair of shoes for $ number1 .,how much money does he have left ?
206, after a he to a and his some ornamental . if the originally $ number0 and he able to a $ number1 how much he actually on the ?,after buying a dress he went to a gardening store and bought his mom some ornamental plants . if the plants originally cost $ number0 and he was able to get a $ number1 discount how much did he actually spend on buying the plants ?,467.00 399.00,- number0 number1,68.0,"[32, 33, 34, 4, 42, 43, 44, 23, 24, 25]",3,Subtraction,after buying a dress he went to a gardening store and bought his mom some ornamental plants . if the plants originally cost $ number0 and he was able to get a $ number1 discount,how much did he actually spend on buying the plants ?
207, lastly he to a and a new of for his 's . if the initial of the $ number0 he it for $ number1 how much he able to from a ?,lastly he went to a music store and bought a new set of speakers for his dad 's entertainment system . if the initial price of the speakers is $ number0 he got it for $ number1 how much money was he able to save from having a discount ?,475.00 199.00,- number0 number1,276.0,"[35, 36, 37, 46, 47, 48, 29, 30, 31]",3,Subtraction,lastly he went to a music store and bought a new set of speakers for his dad 's entertainment system . if the initial price of the speakers is $ number0 he got it for $ number1,how much money was he able to save from having a discount ?
208, if he a of $ number0 and all the a of $ number1 how much he on and other ?,if he spent a total of $ number0 and all the gifts cost a total of $ number1 how much money did he spend on giftwrapping and other expenses ?,700.00 561.00,- number0 number1,139.0,"[6, 7, 8, 16, 17, 18, 26, 27, 28]",3,Subtraction,if he spent a total of $ number0 and all the gifts cost a total of $ number1,how much money did he spend on giftwrapping and other expenses ?
