,Question,orig_Question,Numbers,Equation,Answer,group_nums,Body,Ques_Statement
281, DVD book number0 DVDs number1 DVDs book DVDs book,A DVD book holds number0 DVDs . There are number1 DVDs already in the book . How many more DVDs can be put in the book ?,126.0 81.0,- number0 number1,45.0,"[3, 4, 5, 8, 9, 10, 23, 24, 25]",A DVD book holds number0 DVDs . There are number1 DVDs already in the book .,How many more DVDs can be put in the book ?
282, Benjamin number0 kilometers number1 kilometers hour Benjamin,"If Benjamin skated number0 kilometers at number1 kilometers per hour , how long was Benjamin skating ?",80.0 10.0,/ number0 number1,8.0,"[2, 3, 4, 5, 6, 7, 13, 14, 15]","If Benjamin skated number0 kilometers at number1 kilometers per hour ,",how long was Benjamin skating ?
283, selling price pair pants number0 dollars store number1 dollars pants price store dollars,"The selling price of a pair of pants is number0 dollars . If the store paid number1 dollars less for the pants , find the price that the store paid , in dollars .",34.0 8.0,- number0 number1,26.0,"[8, 9, 10, 15, 16, 17, 30, 31, 32]","The selling price of a pair of pants is number0 dollars . If the store paid number1 dollars less for the pants ,","find the price that the store paid , in dollars ."
284, Fred number0 basketball games year number1 number2 games year basketball games Fred,"Fred went to number0 basketball games this year , but missed number1 . He went to number2 games last year . How many basketball games did Fred go to in total ?",36.0 35.0 11.0,+ number0 number2,47.0,"[2, 3, 4, 10, 11, 12, 15, 16, 17, 28, 29, 30]","Fred went to number0 basketball games this year , but missed number1 . He went to number2 games last year .",How many basketball games did Fred go to in total ?
285, dealer number0 dollars car dealer profit number1 % selling price dealer car,A dealer pays number0 dollars for a car . The dealer wants to make a profit that is number1 % of the selling price . For how much should the dealer sell the car ?,6000.0 25.0,* number0 + 1.0 * number1 0.01,7500.0,"[2, 3, 4, 17, 18, 19, 31, 32, 33]",A dealer pays number0 dollars for a car . The dealer wants to make a profit that is number1 % of the selling price . For,how much should the dealer sell the car ?
286, Mrs. Hilt number0 markers number1 packages Mrs. Hilt markers package,Mrs. Hilt has number0 markers . They are divided equally into number1 packages . Mrs. Hilt wants to know how many markers are in each package ?,40.0 7.0,/ number0 number1,5.0,"[2, 3, 4, 10, 11, 12, 23, 24, 25]",Mrs. Hilt has number0 markers . They are divided equally into number1 packages . Mrs. Hilt wants to know,how many markers are in each package ?
287, Mrs. Hilt number0 books book number1 chapters chapters Mrs. Hilt,Mrs. Hilt read number0 books . Each book had number1 chapters in it . How many chapters did Mrs. Hilt read ?,4.0 17.0,* number0 number1,68.0,"[2, 3, 4, 8, 9, 10, 18, 19, 20]",Mrs. Hilt read number0 books . Each book had number1 chapters in it .,How many chapters did Mrs. Hilt read ?
288, Wendy number0 pictures Facebook number1 pics album rest number2 albums pictures album,Wendy uploaded number0 pictures to Facebook . She put number1 pics into one album and put the rest into number2 different albums . How many pictures were in each album ?,79.0 44.0 5.0,/ - number0 number1 number2,7.0,"[1, 2, 3, 8, 9, 10, 18, 19, 20, 27, 28, 29]",Wendy uploaded number0 pictures to Facebook . She put number1 pics into one album and put the rest into number2 different albums .,How many pictures were in each album ?
289, number0 cookies share number1 people cookies person,You have number0 cookies and want to share them equally with number1 people . How many cookies would each person get ?,24.0 6.0,/ number0 number1,4.0,"[1, 2, 3, 10, 11, 12, 18, 19, 20]",You have number0 cookies and want to share them equally with number1 people .,How many cookies would each person get ?
290, trivia team number0 members game number1 members member number2 points points,"A trivia team had number0 members total , but during a game number1 members did n't show up . If each member that did show up scored number2 points , how many points were scored total ?",9.0 3.0 2.0,* number2 - number0 number1,12.0,"[3, 4, 5, 11, 12, 13, 26, 27, 28, 33, 34, 35]","A trivia team had number0 members total , but during a game number1 members did n't show up . If each member that did show up scored number2 points ,",how many points were scored total ?
291, Jose number0 peanuts Kenya number1 Jose peanuts Kenya,Jose has number0 peanuts . Kenya has number1 more than Jose . How many peanuts does Kenya have ?,85.0 48.0,+ number0 number1,133.0,"[1, 2, 3, 6, 7, 8, 15, 16, 17]",Jose has number0 peanuts . Kenya has number1 more than Jose .,How many peanuts does Kenya have ?
292, company number0 managers number1 employees game volleyball number2 teams people team,At a company picnic number0 managers and number1 employees decided to start a game of volleyball . If they split into number2 teams how many people would be on each team ?,23.0 7.0 6.0,/ + number0 number1 number2,5.0,"[3, 4, 5, 6, 7, 8, 20, 21, 22, 28, 29, 30]",At a company picnic number0 managers and number1 employees decided to start a game of volleyball . If they split into number2 teams,how many people would be on each team ?
293, Will baseball cards binder number0 page number1 cards number2 cards binder pages,"Will was organizing his baseball cards in a binder with number0 on each page . If he had number1 new cards and number2 old cards to put in the binder , how many pages would he use ?",3.0 8.0 10.0,/ + number1 number2 number0,6.0,"[9, 10, 11, 17, 18, 19, 21, 22, 23, 34, 35, 36]","Will was organizing his baseball cards in a binder with number0 on each page . If he had number1 new cards and number2 old cards to put in the binder ,",how many pages would he use ?
294, trivia team number0 members game number1 members member number2 points points,"A trivia team had number0 members total , but during a game number1 members did n't show up . If each member that did show up scored number2 points , how many points were scored total ?",15.0 6.0 3.0,* number2 - number0 number1,27.0,"[3, 4, 5, 11, 12, 13, 26, 27, 28, 33, 34, 35]","A trivia team had number0 members total , but during a game number1 members did n't show up . If each member that did show up scored number2 points ,",how many points were scored total ?
295, yards material number0 yard length cloth remains number1 pieces number2 yards number3 pieces number4,How many yards of material from a number0 yard length of cloth remains after number1 pieces each number2 yards long and number3 pieces each number4 long are removed ?,24.0 3.0 3.5 5.0 2.25,- - number0 * number1 number2 * number3 number4,2.25,"[6, 7, 8, 13, 14, 15, 16, 17, 18, 20, 21, 22, 23, 24, 25, 25, 26, 27]",,How many yards of material from a number0 yard length of cloth remains after number1 pieces each number2 yards long and number3 pieces each number4 long are removed ?
296, Sarah number0 boxes apples box number1 apples apples Sarah,Sarah has number0 boxes of apples . Each box holds number1 apples . How many apples does Sarah have ?,7.0 7.0,* number0 number0,49.0,"[1, 2, 3, 9, 10, 11, 16, 17, 18]",Sarah has number0 boxes of apples . Each box holds number1 apples .,How many apples does Sarah have ?
297, Isabel necklaces garage sale number0 necklaces number1 gem stone necklaces necklace cost number2 dollars money,"Isabel was selling her necklaces at a garage sale . She sold number0 bead necklaces and number1 gem stone necklaces . If each necklace cost number2 dollars , how much money did she earn ?",3.0 3.0 6.0,* number2 + number0 number0,36.0,"[11, 12, 13, 15, 16, 17, 24, 25, 26, 31, 32, 33]","Isabel was selling her necklaces at a garage sale . She sold number0 bead necklaces and number1 gem stone necklaces . If each necklace cost number2 dollars ,",how much money did she earn ?
298, number0 calories candy bar calories number1 candy bars,There are number0 calories in a candy bar . How many calories are there in number1 candy bars ?,31.0 11.0,* number0 number1,341.0,"[1, 2, 3, 14, 15, 16, 15, 16, 17]",There are number0 calories in a candy bar .,How many calories are there in number1 candy bars ?
299, florist number0 roses number1 number2 roses,"A florist had number0 roses . If she sold number1 of them and then later picked number2 more , how many roses would she have ?",6.0 5.0 12.0,- + number0 number2 number1,13.0,"[2, 3, 4, 8, 9, 10, 15, 16, 17, 22, 23, 24]","A florist had number0 roses . If she sold number1 of them and then later picked number2 more ,",how many roses would she have ?
300, Tim number0 nickels number1 dimes shoes tip jar number2 dimes number3 half dollars money Tim,"Tim got number0 nickels and number1 dimes for shining shoes , and in his tip jar found number2 dimes and number3 half - dollars . How much money did Tim get ?",3.0 13.0 7.0 9.0,+ + + * number0 0.05 * number1 0.1 * number2 0.1 * number3 0.5,6.65,"[1, 2, 3, 4, 5, 6, 16, 17, 18, 19, 20, 21, 28, 29, 30]","Tim got number0 nickels and number1 dimes for shining shoes , and in his tip jar found number2 dimes and number3 half - dollars .",How much money did Tim get ?
301, Adam number0 airplane number1 change,Adam has $ number0 to buy an airplane that costs $ number1 . How much change will Adam get ?,5.0 4.28,- number0 number1,0.72,"[2, 3, 4, 10, 11, 12, 16, 17, 18]",Adam has $ number0 to buy an airplane that costs $ number1 .,How much change will Adam get ?
302, number0 students school teams number1 team rest number2 groups students group,"There are number0 students trying out for the school 's trivia teams . If number1 of them did n't get picked for the team and the rest were put into number2 groups , how many students would be in each group ?",36.0 9.0 3.0,/ - number0 number1 number2,9.0,"[1, 2, 3, 13, 14, 15, 29, 30, 31, 38, 39, 40]","There are number0 students trying out for the school 's trivia teams . If number1 of them did n't get picked for the team and the rest were put into number2 groups ,",how many students would be in each group ?
303, waiter Greasy Spoon restaurant number0 customers lunch rush number1 customers number2 customers tip customers tip,"A waiter at ' The Greasy Spoon ' restaurant had number0 customers to wait on . During the lunch rush he added another number1 customers . If number2 of the customers did n't leave him a tip , how many customers did leave a tip ?",39.0 12.0 49.0,- + number0 number1 number2,2.0,"[9, 10, 11, 22, 23, 24, 26, 27, 28, 42, 43, 44]","A waiter at ' The Greasy Spoon ' restaurant had number0 customers to wait on . During the lunch rush he added another number1 customers . If number2 of the customers did n't leave him a tip ,",how many customers did leave a tip ?
304, Sam number0 socks number1 ones number2 ones socks,"Sam had number0 socks . If he threw away number1 old ones that did n't fit and bought number2 new ones , how many socks would he have ?",10.0 3.0 36.0,- + number0 number2 number1,43.0,"[1, 2, 3, 8, 9, 10, 17, 18, 19, 25, 26, 27]","Sam had number0 socks . If he threw away number1 old ones that did n't fit and bought number2 new ones ,",how many socks would he have ?
305, Kelly number0 Nintendo games Kelly number1 games,Kelly has number0 Nintendo games . How many does Kelly need to give away so that Kelly will have number1 games left ?,121.0 22.0,- number0 number1,99.0,"[1, 2, 3, 18, 19, 20, 19, 20, 21]",Kelly has number0 Nintendo games .,How many does Kelly need to give away so that Kelly will have number1 games left ?
306, number0 eggs box Harry number1 eggs,There are number0 eggs in a box . Harry takes number1 eggs . How many are left ?,47.0 5.0,- number0 number1,42.0,"[1, 2, 3, 9, 10, 11, 14, 15, 16]",There are number0 eggs in a box . Harry takes number1 eggs .,How many are left ?
307, Fred number0 seashells beach Jessica number1 seashells seashells,"Fred found number0 seashells on the beach , he gave Jessica number1 of the seashells . How many seashells does he now have ?",47.0 25.0,- number0 number1,22.0,"[1, 2, 3, 10, 11, 12, 20, 21, 22]","Fred found number0 seashells on the beach , he gave Jessica number1 of the seashells .",How many seashells does he now have ?
308, Jason number0 Pokemon cards Benny number1 Jason Pokemon cards Pokemon cards Jason,Jason has number0 Pokemon cards . Benny bought number1 of Jason 's Pokemon cards . How many Pokemon cards does Jason have now ?,3.0 2.0,- number0 number1,1.0,"[1, 2, 3, 7, 8, 9, 22, 23, 24]",Jason has number0 Pokemon cards . Benny bought number1 of Jason 's Pokemon cards .,How many Pokemon cards does Jason have now ?
309, Jason number0 Pokemon cards Benny number1 Jason Pokemon cards Pokemon cards Jason,Jason has number0 Pokemon cards . Benny bought number1 of Jason 's Pokemon cards . How many Pokemon cards does Jason have now ?,3.0 2.0,- number0 number1,1.0,"[1, 2, 3, 7, 8, 9, 20, 21, 22]",Jason has number0 Pokemon cards . Benny bought number1 of Jason 's Pokemon cards .,How many Pokemon cards does Jason have now ?
310, Martin Lawrence house number0 miles Martin house Lawrence house Martin number1 hours Martin,Martin strolled to Lawrence 's house . It is number0 miles from Martin 's house to Lawrence 's house . It took Martin number1 hours to get there . How fast did Martin go ?,12.0 6.0,/ number0 number1,2.0,"[8, 9, 10, 22, 23, 24, 31, 32, 33]",Martin strolled to Lawrence 's house . It is number0 miles from Martin 's house to Lawrence 's house . It took Martin number1 hours to get there .,How fast did Martin go ?
311, Alyssa fruits Alyssa number0 grapes number1 cherries money Alyssa,"Alyssa loves eating fruits . Alyssa paid $ number0 for grapes , and $ number1 for cherries . In total , how much money did Alyssa spend ?",12.08 9.85,+ number0 number1,21.93,"[7, 8, 9, 13, 14, 15, 24, 25, 26]","Alyssa loves eating fruits . Alyssa paid $ number0 for grapes , and $ number1 for cherries . In total ,",how much money did Alyssa spend ?
312, Luke games number0 number1 rest number2 games box boxes,Luke was selling his old games . He started out with number0 but sold number1 of them . He packed the rest up putting number2 games into each box . How many boxes did he have to use ?,39.0 19.0 4.0,/ - number0 number1 number2,5.0,"[10, 11, 12, 13, 14, 15, 23, 24, 25, 35, 36, 37]",Luke was selling his old games . He started out with number0 but sold number1 of them . He packed the rest up putting number2 games into each box .,How many boxes did he have to use ?
313, Ashley number0 boxes Samoas cases number1 boxes boxes Ashley,"Ashley sold number0 boxes of Samoas . How many cases of number1 boxes , plus extra boxes does Ashley need ?",12.0 12.0,/ number0 number0,1.0,"[1, 2, 3, 10, 11, 12, 17, 18, 19]",Ashley sold number0 boxes of Samoas .,"How many cases of number1 boxes , plus extra boxes does Ashley need ?"
314, store number0 oranges bin number1 ones number2 ones bin bin,A store had number0 oranges in a bin . If they threw away number1 of the old ones and put number2 new ones in the bin how many would be in the bin ?,50.0 40.0 24.0,- + number0 number2 number1,34.0,"[2, 3, 4, 12, 13, 14, 19, 20, 21, 30, 31, 32]",A store had number0 oranges in a bin . If they threw away number1 of the old ones and put number2 new ones in the bin,how many would be in the bin ?
315, building number0 windows builder number1 number2 hours window rest,"A new building needed number0 windows . The builder had already installed number1 of them . If it takes number2 hours to install each window , how long will it take him to install the rest ?",14.0 5.0 4.0,* number2 - number0 number1,36.0,"[3, 4, 5, 11, 12, 13, 18, 19, 20, 33, 34, 35]","A new building needed number0 windows . The builder had already installed number1 of them . If it takes number2 hours to install each window ,",how long will it take him to install the rest ?
316, painter number0 rooms building room number1 hours number2 rooms rest,"A painter needed to paint number0 rooms in a building . Each room takes number1 hours to paint . If he already painted number2 rooms , how much longer will he take to paint the rest ?",12.0 3.0 4.0,* number1 - number0 number2,24.0,"[4, 5, 6, 13, 14, 15, 22, 23, 24, 33, 34, 35]","A painter needed to paint number0 rooms in a building . Each room takes number1 hours to paint . If he already painted number2 rooms ,",how much longer will he take to paint the rest ?
317, Debra number0 apples jar number1 apples jar apples jar,Debra removes number0 apples from a jar . There were originally number1 apples in the jar . How many apples are left in the jar ?,22.0 57.0,- number1 number0,35.0,"[1, 2, 3, 10, 11, 12, 22, 23, 24]",Debra removes number0 apples from a jar . There were originally number1 apples in the jar .,How many apples are left in the jar ?
318, restaurant number0 cakes lunch number1 dinner today cakes today,A restaurant served number0 cakes during lunch and number1 during dinner today . How many cakes were served today ?,6.0 9.0,+ number0 number1,15.0,"[2, 3, 4, 7, 8, 9, 16, 17, 18]",A restaurant served number0 cakes during lunch and number1 during dinner today .,How many cakes were served today ?
319, Mrs. Hilt share number0 number1 people money person,Mrs. Hilt needs to share $ number0 equally among number1 total people . How much money will each person get ?,3.75 3.0,/ number0 number1,1.25,"[5, 6, 7, 8, 9, 10, 17, 18, 19]",Mrs. Hilt needs to share $ number0 equally among number1 total people .,How much money will each person get ?
320, Joan number0 balloons number1 balloons Joan,Joan has number0 blue balloons but lost number1 of them . How many blue balloons does Joan have now ?,9.0 2.0,- number0 number1,7.0,"[1, 2, 3, 6, 7, 8, 16, 17, 18]",Joan has number0 blue balloons but lost number1 of them .,How many blue balloons does Joan have now ?
321, Sean number0 whistles number1 whistles Charles whistles Charles,Sean has number0 whistles . He has number1 more whistles that Charles . How many whistles does Charles have ?,45.0 32.0,- number0 number1,13.0,"[1, 2, 3, 6, 7, 8, 16, 17, 18]",Sean has number0 whistles . He has number1 more whistles that Charles .,How many whistles does Charles have ?
322, number0 erasers box Patrick number1 erasers erasers box,"If there are number0 erasers in a box and Patrick puts number1 more erasers inside , how many erasers are in the box ?",76.0 9.0,+ number0 number1,85.0,"[2, 3, 4, 10, 11, 12, 20, 21, 22]","If there are number0 erasers in a box and Patrick puts number1 more erasers inside ,",how many erasers are in the box ?
323, number0 flowers number1 bees bees flowers,There are number0 flowers and number1 bees . How many fewer bees are there than flowers ?,5.0 3.0,- number0 number1,2.0,"[1, 2, 3, 4, 5, 6, 13, 14, 15]",There are number0 flowers and number1 bees .,How many fewer bees are there than flowers ?
324, Dan number0 candy bar number1 money,Dan has $ number0 . He bought a candy bar for $ number1 . How much money is left ?,3.0 1.0,- number0 number1,2.0,"[2, 3, 4, 11, 12, 13, 16, 17, 18]",Dan has $ number0 . He bought a candy bar for $ number1 .,How much money is left ?
325, mini library section classics Jack collection number0 authors author number1 books books classics section,"The mini library also has a section for the classics . If Jack has a collection of number0 classic authors , with each author having number1 books , how many books does he have in the classics section ?",6.0 33.0,* number0 number1,198.0,"[16, 17, 18, 24, 25, 26, 35, 36, 37]","The mini library also has a section for the classics . If Jack has a collection of number0 classic authors , with each author having number1 books ,",how many books does he have in the classics section ?
326, Amy number0 music files number1 video files drive number2 files files flash drive,"Amy had number0 music files and number1 video files on her flash drive . If she deleted number2 of the files , how many files were still on her flash drive ?",26.0 36.0 48.0,- + number0 number1 number2,14.0,"[1, 2, 3, 5, 6, 7, 16, 17, 18, 28, 29, 30]","Amy had number0 music files and number1 video files on her flash drive . If she deleted number2 of the files ,",how many files were still on her flash drive ?
327, Ernest number0 crayons Jennifer number1 crayons Ernest end,Ernest starts with number0 crayons . Jennifer takes number1 away . How many crayons does Ernest end with ?,17.0 6.0,- number0 number1,11.0,"[2, 3, 4, 7, 8, 9, 15, 16, 17]",Ernest starts with number0 crayons . Jennifer takes number1 away .,How many crayons does Ernest end with ?
328, Jenny number0 boxes Trefoils cases number1 boxes boxes Jenny,"Jenny sold number0 boxes of Trefoils . How many cases of number1 boxes , plus extra boxes does Jenny need to deliver ?",24.0 8.0,/ number0 number1,3.0,"[1, 2, 3, 10, 11, 12, 19, 20, 21]",Jenny sold number0 boxes of Trefoils .,"How many cases of number1 boxes , plus extra boxes does Jenny need to deliver ?"
329, Carson ’ gold stars math work Yesterday Carson number0 gold stars Today number1 gold stars Carson,"Carson ’ s teacher gives out gold stars for great math work . Yesterday , Carson earned number0 gold stars . Today , he earned number1 more . How many gold stars did Carson earn in all ?",6.0 9.0,+ number0 number1,15.0,"[15, 16, 17, 23, 24, 25, 35, 36, 37]","Carson ’ s teacher gives out gold stars for great math work . Yesterday , Carson earned number0 gold stars . Today , he earned number1 more .",How many gold stars did Carson earn in all ?
330, Joan school number0 baseball games year number1 games night number2 games baseball games Joan,"Joan 's high school played number0 baseball games this year , number1 of the games were played at night . She attended number2 games . How many baseball games did Joan miss ?",864.0 128.0 395.0,- number0 number2,469.0,"[4, 5, 6, 10, 11, 12, 21, 22, 23, 29, 30, 31]","Joan 's high school played number0 baseball games this year , number1 of the games were played at night . She attended number2 games .",How many baseball games did Joan miss ?
331, group number0 friends restaurant chef number1 wings number2 group amount person,A group of number0 friends went into a restaurant . The chef already had number1 chicken wings cooked but cooked number2 more for the group . If they each got the same amount how many would each person get ?,3.0 6.0 3.0,/ + number0 number1 number0,3.0,"[2, 3, 4, 13, 14, 15, 19, 20, 21, 36, 37, 38]",A group of number0 friends went into a restaurant . The chef already had number1 chicken wings cooked but cooked number2 more for the group . If they each got the same amount,how many would each person get ?
332, company number0 people luncheon number1 tables number2 people tables,"A company invited number0 people to a luncheon , but number1 of them did n't show up . If the tables they had held number2 people each , how many tables do they need ?",24.0 10.0 7.0,/ - number0 number1 number2,2.0,"[2, 3, 4, 9, 10, 11, 23, 24, 25, 31, 32, 33]","A company invited number0 people to a luncheon , but number1 of them did n't show up . If the tables they had held number2 people each ,",how many tables do they need ?
333, Saturday Marie number0 magazines number1 newspapers number materials,"Last Saturday , Marie sold number0 magazines and number1 newspapers . What is the total number of reading materials she sold ?",425.0 275.0,+ number0 number1,700.0,"[4, 5, 6, 7, 8, 9, 18, 19, 20]","Last Saturday , Marie sold number0 magazines and number1 newspapers .",What is the total number of reading materials she sold ?
334, Joshua number0 caps number1 caps Joshua,Joshua has number0 bottle caps . He buys number1 more . How many bottle caps does Joshua have in all ?,40.0 7.0,+ number0 number1,47.0,"[1, 2, 3, 7, 8, 9, 17, 18, 19]",Joshua has number0 bottle caps . He buys number1 more .,How many bottle caps does Joshua have in all ?
335, Nancy number0 pictures Facebook number1 pics album rest number2 albums pictures album,Nancy uploaded number0 pictures to Facebook . She put number1 pics into one album and put the rest into number2 different albums . How many pictures were in each album ?,41.0 37.0 2.0,/ - number0 number1 number2,2.0,"[1, 2, 3, 8, 9, 10, 18, 19, 20, 27, 28, 29]",Nancy uploaded number0 pictures to Facebook . She put number1 pics into one album and put the rest into number2 different albums .,How many pictures were in each album ?
336, Melanie number0 plums number1 oranges orchard number2 plums Sam plums,Melanie picked number0 plums and number1 oranges from the orchard . She gave number2 plums to Sam . How many plums does she have now ?,7.0 4.0 3.0,- number0 number2,4.0,"[1, 2, 3, 4, 5, 6, 12, 13, 14, 22, 23, 24]",Melanie picked number0 plums and number1 oranges from the orchard . She gave number2 plums to Sam .,How many plums does she have now ?
337, restaurant number0 pizzas lunch number1 dinner today pizzas today,A restaurant served number0 pizzas during lunch and number1 during dinner today . How many pizzas were served today ?,9.0 6.0,+ number0 number1,15.0,"[2, 3, 4, 7, 8, 9, 16, 17, 18]",A restaurant served number0 pizzas during lunch and number1 during dinner today .,How many pizzas were served today ?
338, Mariela hospital number0 get cards country number1 cards friends family cards Mariela,Mariela was in the hospital and she got number0 get well cards from around the country . When she got home she got number1 more cards from friends and family . How many get well cards did Mariela get ?,403.0 287.0,+ number0 number1,690.0,"[7, 8, 9, 22, 23, 24, 38, 39, 40]",Mariela was in the hospital and she got number0 get well cards from around the country . When she got home she got number1 more cards from friends and family .,How many get well cards did Mariela get ?
339, number0 trees number1 tall trees park Park workers plant number2 trees today trees park workers,There are number0 short trees and number1 tall trees currently in the park . Park workers will plant number2 short trees today . How many short trees will the park have when the workers are finished ?,112.0 119.0 105.0,+ number0 number2,217.0,"[1, 2, 3, 5, 6, 7, 17, 18, 19, 33, 34, 35]",There are number0 short trees and number1 tall trees currently in the park . Park workers will plant number2 short trees today .,How many short trees will the park have when the workers are finished ?
340, year number0 people country number1 people people country year,"Last year , number0 people were born in a country , and number1 people immigrated to it . How many new people began living in the country last year ?",90171.0 16320.0,+ number0 number1,106491.0,"[2, 3, 4, 11, 12, 13, 26, 27, 28]","Last year , number0 people were born in a country , and number1 people immigrated to it .",How many new people began living in the country last year ?
341, town carnival Oliver ferris wheel number0 times bumper cars number1 times ride cost number2 tickets tickets,"At the town carnival Oliver rode the ferris wheel number0 times and the bumper cars number1 times . If each ride cost number2 tickets , how many tickets did he use ?",5.0 4.0 7.0,* number2 + number0 number1,63.0,"[8, 9, 10, 14, 15, 16, 21, 22, 23, 28, 29, 30]","At the town carnival Oliver rode the ferris wheel number0 times and the bumper cars number1 times . If each ride cost number2 tickets ,",how many tickets did he use ?
342, school sale Bianca number0 cupcakes number1 number2 cupcakes,"For the school bake sale Bianca made number0 cupcakes . If she sold number1 of them and then made number2 more , how many cupcakes would she have ?",14.0 6.0 17.0,- + number0 number2 number1,25.0,"[6, 7, 8, 12, 13, 14, 18, 19, 20, 25, 26, 27]","For the school bake sale Bianca made number0 cupcakes . If she sold number1 of them and then made number2 more ,",how many cupcakes would she have ?
343, value sport utility vehicle year number0 dollars number1 value year value vehicle year,"The value of a sport utility vehicle this year is number0 dollars , which is number1 of what its value was last year . How much is the value of the vehicle last year ?",16000.0 0.8,/ number0 number1,20000.0,"[9, 10, 11, 14, 15, 16, 31, 32, 33]","The value of a sport utility vehicle this year is number0 dollars , which is number1 of what its value was last year .",How much is the value of the vehicle last year ?
344, number0 girls number1 boys playground recess children,There were number0 girls and number1 boys on the playground at recess . How many children were there in all ?,28.0 35.0,+ number0 number1,63.0,"[1, 2, 3, 4, 5, 6, 17, 18, 19]",There were number0 girls and number1 boys on the playground at recess .,How many children were there in all ?
345, product number0 number1 number2 number3,"Find the product of number0 , number1 , number2 and number3 .",-2.0 -15.0 4.0 -1.0,* * * number0 number1 number2 number3,-120.0,"[3, 4, 5, 5, 6, 7, 7, 8, 9, 9, 10, 11, 8, 9, 10]",,"Find the product of number0 , number1 , number2 and number3 ."
346, Luke baseball cards binder number0 page number1 cards number2 cards binder pages,"Luke was organizing his baseball cards in a binder with number0 on each page . If he had number1 new cards and number2 old cards to put in the binder , how many pages would he use ?",3.0 3.0 9.0,/ + number0 number2 number0,4.0,"[9, 10, 11, 17, 18, 19, 21, 22, 23, 34, 35, 36]","Luke was organizing his baseball cards in a binder with number0 on each page . If he had number1 new cards and number2 old cards to put in the binder ,",how many pages would he use ?
347, Carol number0 blocks number1 blocks Carol,Carol starts with number0 blocks . She loses number1 . How many blocks does Carol end with ?,42.0 25.0,- number0 number1,17.0,"[2, 3, 4, 7, 8, 9, 14, 15, 16]",Carol starts with number0 blocks . She loses number1 .,How many blocks does Carol end with ?
348, restaurant adult meal number0 kids group number1 people number2 kids group,"At a restaurant each adult meal costs $ number0 and kids eat free . If a group of number1 people came in and number2 were kids , how much would it cost for the group to eat ?",7.0 13.0 9.0,* number0 - number1 number2,28.0,"[7, 8, 9, 17, 18, 19, 22, 23, 24, 34, 35, 36]","At a restaurant each adult meal costs $ number0 and kids eat free . If a group of number1 people came in and number2 were kids ,",how much would it cost for the group to eat ?
349, Joan books number0 books number1 books sale books Joan,Joan decided to sell all of her old books . She gathered up number0 books to sell . She sold number1 books in a yard sale . How many books does Joan now have ?,33.0 26.0,- number0 number1,7.0,"[12, 13, 14, 19, 20, 21, 31, 32, 33]",Joan decided to sell all of her old books . She gathered up number0 books to sell . She sold number1 books in a yard sale .,How many books does Joan now have ?
350, John number0 action figures number1 total collection number2 money collection,"John had number0 action figures , but needed number1 total for a complete collection . If each one costs $ number2 , how much money would he need to finish his collection ?",5.0 7.0 5.0,* number0 - number1 number0,10.0,"[1, 2, 3, 7, 8, 9, 19, 20, 21, 29, 30, 31]","John had number0 action figures , but needed number1 total for a complete collection . If each one costs $ number2 ,",how much money would he need to finish his collection ?
351, town Milburg number0 ups number1 children people Milburg,The town of Milburg has number0 grown - ups and number1 children . How many people live in Milburg ?,5256.0 2987.0,+ number0 number1,8243.0,"[4, 5, 6, 9, 10, 11, 16, 17, 18]",The town of Milburg has number0 grown - ups and number1 children .,How many people live in Milburg ?
352, waiter number0 tables number1 women number2 men table customers waiter,"A waiter had number0 tables he was waiting on , with number1 women and number2 men at each table . How many customers total did the waiter have ?",5.0 5.0 3.0,* number0 + number0 number2,40.0,"[2, 3, 4, 10, 11, 12, 13, 14, 15, 25, 26, 27]","A waiter had number0 tables he was waiting on , with number1 women and number2 men at each table .",How many customers total did the waiter have ?
353, Dave cafeteria workers lunch trays number0 trays time number1 trays table number2 trays trips,"Dave was helping the cafeteria workers pick up lunch trays , but he could only carry number0 trays at a time . If he had to pick up number1 trays from one table and number2 trays from another , how many trips will he make ?",9.0 17.0 55.0,/ + number1 number2 number0,8.0,"[15, 16, 17, 27, 28, 29, 33, 34, 35, 42, 43, 44]","Dave was helping the cafeteria workers pick up lunch trays , but he could only carry number0 trays at a time . If he had to pick up number1 trays from one table and number2 trays from another ,",how many trips will he make ?
354, number0 butterflies butterfly number1 dots number2 dots dots,There are number0 butterflies . Each butterfly has number1 black dots and number2 yellow dots . How many black dots are there in all ?,397.0 12.0 17.0,* number0 number1,4764.0,"[1, 2, 3, 7, 8, 9, 11, 12, 13, 21, 22, 23]",There are number0 butterflies . Each butterfly has number1 black dots and number2 yellow dots .,How many black dots are there in all ?
355, Jesse number0 pencils number1 Joshua pencils Jesse,Jesse starts with number0 pencils . He gives number1 to Joshua . How many pencils does Jesse end with ?,78.0 44.0,- number0 number1,34.0,"[2, 3, 4, 7, 8, 9, 16, 17, 18]",Jesse starts with number0 pencils . He gives number1 to Joshua .,How many pencils does Jesse end with ?
356, Halloween Faye number0 pieces candy number1 pieces night sister number2 pieces pieces candy Faye,For Halloween Faye scored number0 pieces of candy . She ate number1 pieces the first night and then her sister gave her number2 more pieces . How many pieces of candy does Faye have now ?,47.0 25.0 40.0,- + number0 number2 number1,62.0,"[3, 4, 5, 10, 11, 12, 21, 22, 23, 32, 33, 34]",For Halloween Faye scored number0 pieces of candy . She ate number1 pieces the first night and then her sister gave her number2 more pieces .,How many pieces of candy does Faye have now ?
