,Question,orig_Question,Numbers,Equation,Answer,group_nums,Body,Ques_Statement
329,"For the school bake sale made number0 cupcakes . If she sold number1 of them and then made number2 more , how many cupcakes would she have ?","For the school bake sale Maria made number0 cupcakes . If she sold number1 of them and then made number2 more , how many cupcakes would she have ?",19.0 5.0 10.0,- + number0 number2 number1,24.0,"[6, 7, 8, 12, 13, 14, 18, 19, 20, 25, 26, 27]","For the school bake sale Maria made number0 cupcakes . If she sold number1 of them and then made number2 more ,",how many cupcakes would she have ?
330,"uploaded number0 pictures from her phone and number1 from her camera to facebook . If she sorted the pics into number2 different albums with the same amount of pics in each album , how many pictures were in each of the albums ?","Robin uploaded number0 pictures from her phone and number1 from her camera to facebook . If she sorted the pics into number2 different albums with the same amount of pics in each album , how many pictures were in each of the albums ?",35.0 5.0 5.0,/ + number0 number1 number1,8.0,"[1, 2, 3, 7, 8, 9, 20, 21, 22, 40, 41, 42]","Robin uploaded number0 pictures from her phone and number1 from her camera to facebook . If she sorted the pics into number2 different albums with the same amount of pics in each album ,",how many pictures were in each of the albums ?
331,"had saved up number0 dollars . If he received another number1 dollars for his allowance , how many number2 dollar toys could he buy ?","Sam had saved up number0 dollars . If he received another number1 dollars for his allowance , how many number2 dollar toys could he buy ?",8.0 7.0 3.0,/ + number0 number1 number2,5.0,"[3, 4, 5, 10, 11, 12, 18, 19, 20, 22, 23, 24]","Sam had saved up number0 dollars . If he received another number1 dollars for his allowance ,",how many number2 dollar toys could he buy ?
332,baked number0 muffins . baked number1 times as many . How many muffins did bake ?,Arthur baked number0 muffins . James baked number1 times as many . How many muffins did James bake ?,115.0 12.0,* number0 number1,1380.0,"[1, 2, 3, 6, 7, 8, 15, 16, 17]",Arthur baked number0 muffins . James baked number1 times as many .,How many muffins did James bake ?
333,There are number0 orchid bushes and number1 orange trees currently in the park . workers will plant number2 orchid bushes today . How many orchid bushes will the park have when the workers are finished ?,There are number0 orchid bushes and number1 orange trees currently in the park . Park workers will plant number2 orchid bushes today . How many orchid bushes will the park have when the workers are finished ?,22.0 40.0 13.0,+ number0 number2,35.0,"[1, 2, 3, 5, 6, 7, 17, 18, 19, 33, 34, 35]",There are number0 orchid bushes and number1 orange trees currently in the park . Park workers will plant number2 orchid bushes today .,How many orchid bushes will the park have when the workers are finished ?
334,had some marbles . She gave number0 to . Now she has number1 marbles left . How many did she have to start with ?,Connie had some marbles . She gave number0 to Juan . Now she has number1 marbles left . How many did she have to start with ?,183.0 593.0,+ number0 number1,776.0,"[6, 7, 8, 13, 14, 15, 23, 24, 25]",Connie had some marbles . She gave number0 to Juan . Now she has number1 marbles left .,How many did she have to start with ?
335,A restaurant sold number0 hamburgers last week . How many hamburgers on average were sold each day ?,A restaurant sold number0 hamburgers last week . How many hamburgers on average were sold each day ?,49.0,/ number0 7.0,7.0,"[2, 3, 4, 14, 15, 16]",A restaurant sold number0 hamburgers last week .,How many hamburgers on average were sold each day ?
336,"A vase can hold number0 flowers . If you had number1 carnations and number2 roses , how many vases would you need to hold the flowers ?","A vase can hold number0 flowers . If you had number1 carnations and number2 roses , how many vases would you need to hold the flowers ?",5.0 6.0 19.0,/ + number1 number2 number0,5.0,"[3, 4, 5, 9, 10, 11, 12, 13, 14, 23, 24, 25]","A vase can hold number0 flowers . If you had number1 carnations and number2 roses ,",how many vases would you need to hold the flowers ?
337,"For the school bake sale made number0 cupcakes . If she sold number1 of them and then made number2 more , how many cupcakes would she have ?","For the school bake sale Chloe made number0 cupcakes . If she sold number1 of them and then made number2 more , how many cupcakes would she have ?",28.0 25.0 8.0,- + number0 number2 number1,11.0,"[6, 7, 8, 12, 13, 14, 18, 19, 20, 25, 26, 27]","For the school bake sale Chloe made number0 cupcakes . If she sold number1 of them and then made number2 more ,",how many cupcakes would she have ?
338,Nicholas starts with number0 bottle caps . He gets number1 more from . many bottle caps does end with ?,Nicholas starts with number0 bottle caps . He gets number1 more from Catherine . How many bottle caps does Nicholas end with ?,8.0 85.0,+ number0 number1,93.0,"[2, 3, 4, 8, 9, 10, 19, 20, 21]",Nicholas starts with number0 bottle caps . He gets number1 more from Catherine .,How many bottle caps does Nicholas end with ?
339,had number0 pounds of shells in her bucket . She added some shells and now has number1 pounds of shells . How many pounds did she add ?,Jovana had number0 pounds of shells in her bucket . She added some shells and now has number1 pounds of shells . How many pounds did she add ?,5.0 28.0,- number1 number0,23.0,"[1, 2, 3, 16, 17, 18, 25, 26, 27]",Jovana had number0 pounds of shells in her bucket . She added some shells and now has number1 pounds of shells .,How many pounds did she add ?
340,There are number0 dozen calories in a candy bar . How many calories are there in number1 candy bars ?,There are number0 dozen calories in a candy bar . How many calories are there in number1 candy bars ?,4.0 42.0,* * number0 12.0 number1,2016.0,"[1, 2, 3, 15, 16, 17, 16, 17, 18]",There are number0 dozen calories in a candy bar .,How many calories are there in number1 candy bars ?
341,found number0 seashells and number1 starfish on the beach . He gave number2 of the seashells to . many seashells does now have ?,Tim found number0 seashells and number1 starfish on the beach . He gave number2 of the seashells to Sara . How many seashells does Tim now have ?,679.0 110.0 172.0,- number0 number2,507.0,"[1, 2, 3, 4, 5, 6, 12, 13, 14, 24, 25, 26]",Tim found number0 seashells and number1 starfish on the beach . He gave number2 of the seashells to Sara .,How many seashells does Tim now have ?
342,"had number0 pages of math homework and number1 pages of reading homework . If each page had number2 problems on it , how many problems did she have to complete total ?","Katie had number0 pages of math homework and number1 pages of reading homework . If each page had number2 problems on it , how many problems did she have to complete total ?",7.0 3.0 9.0,* number2 + number0 number1,90.0,"[1, 2, 3, 7, 8, 9, 17, 18, 19, 29, 30, 31]","Katie had number0 pages of math homework and number1 pages of reading homework . If each page had number2 problems on it ,",how many problems did she have to complete total ?
343,A restaurant made number0 hamburgers and number1 hot dogs to serve during lunch . Only number2 hamburgers were actually served . How many hamburgers were over ?,A restaurant made number0 hamburgers and number1 hot dogs to serve during lunch . Only number2 hamburgers were actually served . How many hamburgers were over ?,9.0 4.0 3.0,- number0 number2,6.0,"[2, 3, 4, 5, 6, 7, 14, 15, 16, 23, 24, 25]",A restaurant made number0 hamburgers and number1 hot dogs to serve during lunch . Only number2 hamburgers were actually served .,How many hamburgers were over ?
344,"earned number0 dollars for each lawn he mowed . If he had number1 lawns to mow , but forgot to mow number2 of them , how much money did he actually earn ?","Adam earned number0 dollars for each lawn he mowed . If he had number1 lawns to mow , but forgot to mow number2 of them , how much money did he actually earn ?",9.0 12.0 8.0,* number0 - number1 number2,36.0,"[1, 2, 3, 12, 13, 14, 21, 22, 23, 30, 31, 32]","Adam earned number0 dollars for each lawn he mowed . If he had number1 lawns to mow , but forgot to mow number2 of them ,",how much money did he actually earn ?
345,"A new building needed number0 windows . The builder had already installed number1 of them . If it takes number2 hours to install each window , how long will it take him to install the rest ?","A new building needed number0 windows . The builder had already installed number1 of them . If it takes number2 hours to install each window , how long will it take him to install the rest ?",11.0 4.0 8.0,* number2 - number0 number1,56.0,"[3, 4, 5, 11, 12, 13, 18, 19, 20, 33, 34, 35]","A new building needed number0 windows . The builder had already installed number1 of them . If it takes number2 hours to install each window ,",how long will it take him to install the rest ?
346,has saved number0 quarters from washing cars . How many cents does have ?,Joan has saved number0 quarters from washing cars . How many cents does Joan have ?,6.0,* number0 25.0,150.0,"[2, 3, 4, 14, 15, 16]",Joan has saved number0 quarters from washing cars .,How many cents does Joan have ?
347,"picked number0 apples from the orchard , and gave number1 apples to . many apples does have now ?","Joan picked number0 apples from the orchard , and gave number1 apples to Melanie . How many apples does Joan have now ?",43.0 27.0,- number0 number1,16.0,"[1, 2, 3, 9, 10, 11, 23, 24, 25]","Joan picked number0 apples from the orchard , and gave number1 apples to Melanie .",How many apples does Joan have now ?
348,"A furniture store marks up items number0 % . It the furniture store buys a couch for number1 dollars , what will the selling price be , in dollars ?","A furniture store marks up items number0 % . It the furniture store buys a couch for number1 dollars , what will the selling price be , in dollars ?",20.0 350.0,+ number1 * * number0 number1 0.01,420.0,"[5, 6, 7, 16, 17, 18, 26, 27, 28]","A furniture store marks up items number0 % . It the furniture store buys a couch for number1 dollars ,","what will the selling price be , in dollars ?"
349,"There are number0 stickers on a page . If you have number1 pages of stickers , how many stickers do you have ?","There are number0 stickers on a page . If you have number1 pages of stickers , how many stickers do you have ?",10.0 22.0,* number0 number1,220.0,"[1, 2, 3, 10, 11, 12, 19, 20, 21]","There are number0 stickers on a page . If you have number1 pages of stickers ,",how many stickers do you have ?
350,has number0 bottle caps . She buys number1 more . How many bottle caps does have in all ?,Sarah has number0 bottle caps . She buys number1 more . How many bottle caps does Sarah have in all ?,26.0 3.0,+ number0 number1,29.0,"[1, 2, 3, 7, 8, 9, 17, 18, 19]",Sarah has number0 bottle caps . She buys number1 more .,How many bottle caps does Sarah have in all ?
351,"In a video game , each enemy defeated gives you number0 points . If a level has number1 enemies total and you destroy all but number2 of them , how many points would you earn ?","In a video game , each enemy defeated gives you number0 points . If a level has number1 enemies total and you destroy all but number2 of them , how many points would you earn ?",5.0 8.0 6.0,* number0 - number1 number2,10.0,"[9, 10, 11, 16, 17, 18, 24, 25, 26, 32, 33, 34]","In a video game , each enemy defeated gives you number0 points . If a level has number1 enemies total and you destroy all but number2 of them ,",how many points would you earn ?
352,"At the beach , and her sister both built sandcastles and then measured their heights . 's sandcastle was number0 foot tall and her sister 's was number1 foot tall . How much taller was 's sandcastle than her sister 's ?","At the beach , Miki and her sister both built sandcastles and then measured their heights . Miki 's sandcastle was number0 foot tall and her sister 's was number1 foot tall . How much taller was Miki 's sandcastle than her sister 's ?",0.8333333333333334 0.5,- number0 number1,0.3333333333333333,"[20, 21, 22, 28, 29, 30, 41, 42, 43]","At the beach , Miki and her sister both built sandcastles and then measured their heights . Miki 's sandcastle was number0 foot tall and her sister 's was number1 foot tall .",How much taller was Miki 's sandcastle than her sister 's ?
353,starts with number0 . gives number1 more . How many does end with ?,Cheryl starts with number0 Skittles . Kathryn gives Cheryl number1 more . How many Skittles does Cheryl end with ?,8.0 89.0,+ number0 number1,97.0,"[2, 3, 4, 8, 9, 10, 16, 17, 18]",Cheryl starts with number0 Skittles . Kathryn gives Cheryl number1 more .,How many Skittles does Cheryl end with ?
354,has number0 books . has number1 books . How many books do they have together ?,Keith has number0 books . Jason has number1 books . How many books do they have together ?,20.0 21.0,+ number0 number1,41.0,"[1, 2, 3, 6, 7, 8, 16, 17, 18]",Keith has number0 books . Jason has number1 books .,How many books do they have together ?
355,"had to wash number0 short sleeve shirts and number1 long sleeve shirts before school . If he had only washed number2 of them by the time school started , how many did he not wash ?","Sam had to wash number0 short sleeve shirts and number1 long sleeve shirts before school . If he had only washed number2 of them by the time school started , how many did he not wash ?",40.0 23.0 29.0,- + number0 number1 number2,34.0,"[3, 4, 5, 8, 9, 10, 20, 21, 22, 33, 34, 35]","Sam had to wash number0 short sleeve shirts and number1 long sleeve shirts before school . If he had only washed number2 of them by the time school started ,",how many did he not wash ?
356,"There are number0 children in the classroom , each student will get number1 dozen pencils . How many pencils will the teacher have to give out ?","There are number0 children in the classroom , each student will get number1 dozen pencils . How many pencils will the teacher have to give out ?",46.0 4.0,* number0 * number1 12.0,2208.0,"[1, 2, 3, 11, 12, 13, 23, 24, 25]","There are number0 children in the classroom , each student will get number1 dozen pencils .",How many pencils will the teacher have to give out ?
357,"There were number0 friends playing a video game online when number1 more players joined the game . If each player had number2 lives , how many lives did they have total ?","There were number0 friends playing a video game online when number1 more players joined the game . If each player had number2 lives , how many lives did they have total ?",2.0 2.0 3.0,* number2 + number0 number0,12.0,"[1, 2, 3, 9, 10, 11, 20, 21, 22, 28, 29, 30]","There were number0 friends playing a video game online when number1 more players joined the game . If each player had number2 lives ,",how many lives did they have total ?
358,"s cabbage patch has number0 rows of cabbage . In each row , there are number1 heads of cabbage . How many heads of cabbage does have in all ?","Albert ’ s cabbage patch has number0 rows of cabbage . In each row , there are number1 heads of cabbage . How many heads of cabbage does Albert have in all ?",12.0 15.0,* number0 number1,180.0,"[4, 5, 6, 15, 16, 17, 30, 31, 32]","Albert ’ s cabbage patch has number0 rows of cabbage . In each row , there are number1 heads of cabbage .",How many heads of cabbage does Albert have in all ?
359,There are number0 oranges in a box . takes number1 oranges . How many are left ?,There are number0 oranges in a box . Paula takes number1 oranges . How many are left ?,22.0 7.0,- number0 number1,15.0,"[1, 2, 3, 9, 10, 11, 14, 15, 16]",There are number0 oranges in a box . Paula takes number1 oranges .,How many are left ?
360,"A home purchased for number0 dollars depreciated number1 % over a 1-year period . What was the value of the home after at the end of the year , in dollars ?","A home purchased for number0 dollars depreciated number1 % over a 1-year period . What was the value of the home after at the end of the year , in dollars ?",300000.0 8.0,- number0 * * number0 number1 0.01,276000.0,"[3, 4, 5, 6, 7, 8, 28, 29, 30]",A home purchased for number0 dollars depreciated number1 % over a 1-year period .,"What was the value of the home after at the end of the year , in dollars ?"
361,"bought number0 boxes of chocolate candy and gave number1 to his little brother . If each box has number2 pieces inside it , how many pieces did still have ?","Kaleb bought number0 boxes of chocolate candy and gave number1 to his little brother . If each box has number2 pieces inside it , how many pieces did Kaleb still have ?",14.0 5.0 6.0,* number2 - number0 number1,54.0,"[1, 2, 3, 8, 9, 10, 18, 19, 20, 28, 29, 30]","Kaleb bought number0 boxes of chocolate candy and gave number1 to his little brother . If each box has number2 pieces inside it ,",how many pieces did Kaleb still have ?
362,"The school cafeteria ordered number0 red apples and number1 green apples for students lunches . But , if only number2 students wanted fruit , how many extra did the cafeteria end up with ?","The school cafeteria ordered number0 red apples and number1 green apples for students lunches . But , if only number2 students wanted fruit , how many extra did the cafeteria end up with ?",6.0 15.0 5.0,- + number0 number1 number2,16.0,"[3, 4, 5, 7, 8, 9, 18, 19, 20, 30, 31, 32]","The school cafeteria ordered number0 red apples and number1 green apples for students lunches . But , if only number2 students wanted fruit ,",how many extra did the cafeteria end up with ?
363,"jogged for number0 of an hour , swam for number1 of an hour , and rode her bicycle for number2 of an hour . How long did she exercise ?","Kristi jogged for number0 of an hour , swam for number1 of an hour , and rode her bicycle for number2 of an hour . How long did she exercise ?",0.6 0.5 0.75,+ + number0 number1 number2,1.85,"[2, 3, 4, 9, 10, 11, 19, 20, 21, 27, 28, 29]","Kristi jogged for number0 of an hour , swam for number1 of an hour , and rode her bicycle for number2 of an hour .",How long did she exercise ?
364,"A vase can hold number0 flowers . If you had number1 carnations and number2 roses , how many vases would you need to hold the flowers ?","A vase can hold number0 flowers . If you had number1 carnations and number2 roses , how many vases would you need to hold the flowers ?",5.0 6.0 19.0,/ + number1 number2 number0,5.0,"[3, 4, 5, 9, 10, 11, 12, 13, 14, 23, 24, 25]","A vase can hold number0 flowers . If you had number1 carnations and number2 roses ,",how many vases would you need to hold the flowers ?
365,went to the store number0 times last month . She buys number1 oranges each time she goes to the store . How many oranges did buy last month ?,Stephanie went to the store number0 times last month . She buys number1 oranges each time she goes to the store . How many oranges did Stephanie buy last month ?,8.0 2.0,* number0 number1,16.0,"[4, 5, 6, 11, 12, 13, 27, 28, 29]",Stephanie went to the store number0 times last month . She buys number1 oranges each time she goes to the store .,How many oranges did Stephanie buy last month ?
366,"grew number0 onions , grew number1 onions , and grew number2 onions . How many onions did they grow in all ?","Sara grew number0 onions , Sally grew number1 onions , and Fred grew number2 onions . How many onions did they grow in all ?",4.0 5.0 9.0,+ + number0 number1 number2,18.0,"[1, 2, 3, 6, 7, 8, 14, 15, 16, 23, 24, 25]","Sara grew number0 onions , Sally grew number1 onions , and Fred grew number2 onions .",How many onions did they grow in all ?
367,drove number0 miles to visit his grandmother . drove number1 miles to visit her grandmother . What is the total number of miles and drove ?,Darius drove number0 miles to visit his grandmother . Julia drove number1 miles to visit her grandmother . What is the total number of miles Darius and Julia drove ?,679.0 998.0,+ number0 number1,1677.0,"[1, 2, 3, 10, 11, 12, 28, 29, 30]",Darius drove number0 miles to visit his grandmother . Julia drove number1 miles to visit her grandmother .,What is the total number of miles Darius and Julia drove ?
368,"'s team won their dodgeball game and scored number0 points total . If scored number1 of the points and everyone else scored number2 points each , how many players were on her team ?","Bianca 's team won their dodgeball game and scored number0 points total . If Bianca scored number1 of the points and everyone else scored number2 points each , how many players were on her team ?",75.0 45.0 6.0,/ - number0 number1 number2,5.0,"[8, 9, 10, 15, 16, 17, 23, 24, 25, 32, 33, 34]","Bianca 's team won their dodgeball game and scored number0 points total . If Bianca scored number1 of the points and everyone else scored number2 points each ,",how many players were on her team ?
369,has number0 pennies . has number1 pennies . How many more pennies does have ?,Kate has number0 pennies . John has number1 pennies . How many more pennies does John have ?,223.0 388.0,- number1 number0,165.0,"[1, 2, 3, 6, 7, 8, 14, 15, 16]",Kate has number0 pennies . John has number1 pennies .,How many more pennies does John have ?
370,found number0 seashells and found number1 seashells on the beach . How many seashells did they find together ?,Mary found number0 seashells and Jessica found number1 seashells on the beach . How many seashells did they find together ?,18.0 41.0,+ number0 number1,59.0,"[1, 2, 3, 6, 7, 8, 17, 18, 19]",Mary found number0 seashells and Jessica found number1 seashells on the beach .,How many seashells did they find together ?
371,A restaurant served number0 cakes during lunch and number1 during dinner today . The restaurant served number2 cakes yesterday . How many cakes were served in total ?,A restaurant served number0 cakes during lunch and number1 during dinner today . The restaurant served number2 cakes yesterday . How many cakes were served in total ?,5.0 6.0 3.0,+ + number0 number1 number2,14.0,"[2, 3, 4, 7, 8, 9, 15, 16, 17, 24, 25, 26]",A restaurant served number0 cakes during lunch and number1 during dinner today . The restaurant served number2 cakes yesterday .,How many cakes were served in total ?
372,"is a beekeeper . Last year , she harvested number0 pounds of honey . This year , she bought some new hives and increased her honey harvest by number1 pounds . How many pounds of honey did harvest this year ?","Diane is a beekeeper . Last year , she harvested number0 pounds of honey . This year , she bought some new hives and increased her honey harvest by number1 pounds . How many pounds of honey did Diane harvest this year ?",2479.0 6085.0,+ number0 number1,8564.0,"[9, 10, 11, 28, 29, 30, 39, 40, 41]","Diane is a beekeeper . Last year , she harvested number0 pounds of honey . This year , she bought some new hives and increased her honey harvest by number1 pounds .",How many pounds of honey did Diane harvest this year ?
373,There are number0 oak trees currently in the park . workers had to cut down number1 oak trees that were damaged . How many oak trees will the park have when the workers are finished ?,There are number0 oak trees currently in the park . Park workers had to cut down number1 oak trees that were damaged . How many oak trees will the park have when the workers are finished ?,9.0 2.0,- number0 number1,7.0,"[1, 2, 3, 15, 16, 17, 33, 34, 35]",There are number0 oak trees currently in the park . Park workers had to cut down number1 oak trees that were damaged .,How many oak trees will the park have when the workers are finished ?
374,picked number0 apples and picked number1 apples from the apple tree . How many apples were picked in total ?,Benny picked number0 apples and Dan picked number1 apples from the apple tree . How many apples were picked in total ?,2.0 9.0,+ number0 number1,11.0,"[1, 2, 3, 6, 7, 8, 18, 19, 20]",Benny picked number0 apples and Dan picked number1 apples from the apple tree .,How many apples were picked in total ?
375,"earned number0 dollars for each lawn he mowed . If he had number1 lawns to mow , but forgot to mow number2 of them , how much money did he actually earn ?","Henry earned number0 dollars for each lawn he mowed . If he had number1 lawns to mow , but forgot to mow number2 of them , how much money did he actually earn ?",5.0 12.0 7.0,* number0 - number1 number2,25.0,"[1, 2, 3, 12, 13, 14, 21, 22, 23, 30, 31, 32]","Henry earned number0 dollars for each lawn he mowed . If he had number1 lawns to mow , but forgot to mow number2 of them ,",how much money did he actually earn ?
376,"At the arcade , won number0 tickets playing ' whack a mole ' and number1 tickets playing ' skee ball ' . If he spent number2 of his tickets on a hat , how many tickets does have left ?","At the arcade , Jerry won number0 tickets playing ' whack a mole ' and number1 tickets playing ' skee ball ' . If he spent number2 of his tickets on a hat , how many tickets does Jerry have left ?",29.0 17.0 12.0,- + number0 number1 number2,34.0,"[5, 6, 7, 14, 15, 16, 25, 26, 27, 38, 39, 40]","At the arcade , Jerry won number0 tickets playing ' whack a mole ' and number1 tickets playing ' skee ball ' . If he spent number2 of his tickets on a hat ,",how many tickets does Jerry have left ?
377,", , , and each have number0 baseball cards . many baseball cards do they have in all ?","Mary , Sam , Keith , and Alyssa each have number0 baseball cards . How many baseball cards do they have in all ?",6.0,* 4.0 number0,24.0,"[9, 10, 11, 22, 23, 24]","Mary , Sam , Keith , and Alyssa each have number0 baseball cards .",How many baseball cards do they have in all ?
378,"ate number0 pieces of candy . Then , he ate number1 more . How many pieces of candy did eat ?","Bobby ate number0 pieces of candy . Then , he ate number1 more . How many pieces of candy did Bobby eat ?",26.0 17.0,+ number0 number1,43.0,"[1, 2, 3, 10, 11, 12, 19, 20, 21]","Bobby ate number0 pieces of candy . Then , he ate number1 more .",How many pieces of candy did Bobby eat ?
379,"The school cafeteria had number0 apples . If they used number1 to make lunch for the students and then bought number2 more , how many apples would they have ?","The school cafeteria had number0 apples . If they used number1 to make lunch for the students and then bought number2 more , how many apples would they have ?",14.0 13.0 49.0,- + number0 number2 number1,50.0,"[3, 4, 5, 9, 10, 11, 19, 20, 21, 26, 27, 28]","The school cafeteria had number0 apples . If they used number1 to make lunch for the students and then bought number2 more ,",how many apples would they have ?
380,starts with number0 erasers . She loses number1 . How many erasers does end with ?,Marie starts with number0 erasers . She loses number1 . How many erasers does Marie end with ?,95.0 42.0,- number0 number1,53.0,"[2, 3, 4, 7, 8, 9, 14, 15, 16]",Marie starts with number0 erasers . She loses number1 .,How many erasers does Marie end with ?
381,"While playing at the arcade , won number0 tickets playing ' whack a mole ' and number1 tickets playing ' skee ball ' . If he was trying to buy candy that cost number2 tickets a piece , how many could he buy ?","While playing at the arcade , Frank won number0 tickets playing ' whack a mole ' and number1 tickets playing ' skee ball ' . If he was trying to buy candy that cost number2 tickets a piece , how many could he buy ?",33.0 9.0 6.0,/ + number0 number1 number2,7.0,"[7, 8, 9, 16, 17, 18, 33, 34, 35, 41, 42, 43]","While playing at the arcade , Frank won number0 tickets playing ' whack a mole ' and number1 tickets playing ' skee ball ' . If he was trying to buy candy that cost number2 tickets a piece ,",how many could he buy ?
382,"I need to figure out how to get the amount from a phone bill sent to on number0 . The for is number1 , the for is number2 , and the Total Minutes are number3 . How much is the bill ?","I need to figure out how to get the amount from a phone bill sent to Boston on June number0 . The Rate for First Minute is number1 , the Rate for Additional Minutes is number2 , and the Total Minutes are number3 . How much is the bill ?",16.0 0.4698 0.374 17.0,+ number1 * number2 - number3 1.0,6.45,"[18, 19, 20, 26, 27, 28, 34, 35, 36, 41, 42, 43, 46, 47, 48]","I need to figure out how to get the amount from a phone bill sent to Boston on June number0 . The Rate for First Minute is number1 , the Rate for Additional Minutes is number2 , and the Total Minutes are number3 .",How much is the bill ?
383,number0 birds were sitting in a tree . Some more fly up to the tree . Then there were number1 birds in the tree . How many more flew up to the tree ?,number0 birds were sitting in a tree . Some more fly up to the tree . Then there were number1 birds in the tree . How many more flew up to the tree ?,29.0 42.0,- number1 number0,13.0,"[0, 1, 18, 19, 20, 30, 31, 32]",number0 birds were sitting in a tree . Some more fly up to the tree . Then there were number1 birds in the tree .,How many more flew up to the tree ?
384,There were a total of number0 baseball games a month . The season is played for number1 months . many baseball games are in a season ?,There were a total of number0 baseball games a month . The season is played for number1 months . How many baseball games are in a season ?,7.0 2.0,* number0 number1,14.0,"[4, 5, 6, 17, 18, 19, 26, 27, 28]",There were a total of number0 baseball games a month . The season is played for number1 months .,How many baseball games are in a season ?
385,"The next act involved several jugglers . If each juggler is juggling number0 balls at a time , how many balls are needed if there are number1 jugglers putting a show at the same time ?","The next act involved several jugglers . If each juggler is juggling number0 balls at a time , how many balls are needed if there are number1 jugglers putting a show at the same time ?",6.0 378.0,* number0 number1,2268.0,"[11, 12, 13, 25, 26, 27, 32, 33, 34]","The next act involved several jugglers . If each juggler is juggling number0 balls at a time ,",how many balls are needed if there are number1 jugglers putting a show at the same time ?
386,"baked pies last weekend for a holiday dinner . She baked number0 pecan pies and number1 apples pies . If she wants to arrange all of the pies in rows of number2 pies each , how many rows will she have ?","Mrs. Hilt baked pies last weekend for a holiday dinner . She baked number0 pecan pies and number1 apples pies . If she wants to arrange all of the pies in rows of number2 pies each , how many rows will she have ?",16.0 14.0 5.0,/ + number0 number1 number2,6.0,"[12, 13, 14, 16, 17, 18, 32, 33, 34, 40, 41, 42]","Mrs. Hilt baked pies last weekend for a holiday dinner . She baked number0 pecan pies and number1 apples pies . If she wants to arrange all of the pies in rows of number2 pies each ,",how many rows will she have ?
387,"Your class had a pizza party . number0 of a pizza was left over , and number1 of another pizza was left over . You put them both into one box . How much pizza do you have altogether ?","Your class had a pizza party . number0 of a pizza was left over , and number1 of another pizza was left over . You put them both into one box . How much pizza do you have altogether ?",0.375 0.5,+ number0 number1,0.875,"[6, 7, 8, 15, 16, 17, 38, 39, 40]","Your class had a pizza party . number0 of a pizza was left over , and number1 of another pizza was left over . You put them both into one box .",How much pizza do you have altogether ?
388,Emily collected eggs from the hen and put them into number0 baskets . She put number1 eggs into each basket . How many eggs did Emily collect ?,Emily collected eggs from the hen and put them into number0 baskets . She put number1 eggs into each basket . How many eggs did Emily collect ?,303.0 28.0,* number0 number1,8484.0,"[9, 10, 11, 14, 15, 16, 24, 25, 26]",Emily collected eggs from the hen and put them into number0 baskets . She put number1 eggs into each basket .,How many eggs did Emily collect ?
389,grew number0 carrots and number1 turnips . grew number2 carrots . How many carrots did they grow in all ?,Sandy grew number0 carrots and number1 turnips . Mary grew number2 carrots . How many carrots did they grow in all ?,8.0 7.0 6.0,+ number0 number2,14.0,"[1, 2, 3, 4, 5, 6, 9, 10, 11, 18, 19, 20]",Sandy grew number0 carrots and number1 turnips . Mary grew number2 carrots .,How many carrots did they grow in all ?
390,Emily sprinted to 's house . It is number0 miles from 's house to 's house . It took number1 hours to get there . How fast did Emily go ?,Emily sprinted to Timothy 's house . It is number0 miles from Emily 's house to Timothy 's house . It took Emily number1 hours to get there . How fast did Emily go ?,10.0 2.0,/ number0 number1,5.0,"[8, 9, 10, 22, 23, 24, 31, 32, 33]",Emily sprinted to Timothy 's house . It is number0 miles from Emily 's house to Timothy 's house . It took Emily number1 hours to get there .,How fast did Emily go ?
391,"baked number0 brownies , but needed number1 total for her party . If she used number2 cups of flour on each one , how much cups of flour does she still need ?","Tiffany baked number0 brownies , but needed number1 total for her party . If she used number2 cups of flour on each one , how much cups of flour does she still need ?",8.0 17.0 8.0,* number0 - number1 number0,72.0,"[1, 2, 3, 6, 7, 8, 15, 16, 17, 30, 31, 32]","Tiffany baked number0 brownies , but needed number1 total for her party . If she used number2 cups of flour on each one ,",how much cups of flour does she still need ?
392,'s favorite band was holding a concert where tickets were number0 dollars each . bought number1 tickets for herself and her friends and number2 extra tickets in case anyone else wanted to go . How much did she spend ?,Lana 's favorite band was holding a concert where tickets were number0 dollars each . Lana bought number1 tickets for herself and her friends and number2 extra tickets in case anyone else wanted to go . How much did she spend ?,6.0 8.0 2.0,* number0 + number1 number2,60.0,"[10, 11, 12, 16, 17, 18, 24, 25, 26, 38, 39, 40]",Lana 's favorite band was holding a concert where tickets were number0 dollars each . Lana bought number1 tickets for herself and her friends and number2 extra tickets in case anyone else wanted to go .,How much did she spend ?
393,bought two coloring books . One had number0 pictures and the other had number1 . After one week she had already colored number2 of the pictures . How many pictures does she still have to color ?,Rachel bought two coloring books . One had number0 pictures and the other had number1 . After one week she had already colored number2 of the pictures . How many pictures does she still have to color ?,23.0 32.0 44.0,- + number0 number1 number2,11.0,"[7, 8, 9, 13, 14, 15, 22, 23, 24, 34, 35, 36]",Rachel bought two coloring books . One had number0 pictures and the other had number1 . After one week she had already colored number2 of the pictures .,How many pictures does she still have to color ?
394,In it rained number0 inches . It rained number1 inches less in than in . How much did it rain in ?,In March it rained number0 inches . It rained number1 inches less in April than in March . How much did it rain in April ?,0.81 0.35,- number0 number1,0.46,"[3, 4, 5, 8, 9, 10, 22, 23, 24]",In March it rained number0 inches . It rained number1 inches less in April than in March .,How much did it rain in April ?
