,Question,orig_Question,Numbers,Equation,Answer,group_nums,Body,Ques_Statement
194, across the river he into a hole . to out he to it with number0 gallons of water . if the hole initially number1 gallons how much water he to it ?,across the river he fell into a hole . to get out he needs to fill it with number0 gallons of water . if the hole initially has number1 gallons how much water does he need to fill it ?,823 676,- number0 number1,147.0,"[4, 36, 37, 38, 17, 18, 19, 27, 28, 29]",across the river he fell into a hole . to get out he needs to fill it with number0 gallons of water . if the hole initially has number1 gallons,how much water does he need to fill it ?
195, at the edge of the forest an anthill the way out . in order to through he to the ants gather food . if the ants number0 grains of food and they already number1 how many more grains to ?,at the edge of the forest an anthill is blocking the way out . in order to pass through he needs to help the ants gather food . if the ants need number0 grains of food and they already have number1 how many more grains are needed to be gathered ?,911 762,- number0 number1,149.0,"[32, 33, 39, 40, 41, 47, 48, 49, 31]",at the edge of the forest an anthill is blocking the way out . in order to pass through he needs to help the ants gather food . if the ants need number0 grains of food and they already have number1,how many more grains are needed to be gathered ?
196, an aspiring inventor to some wings to his dream to around the world . he by feathers . he number0 feathers and he already number1 how many more feathers he to ?,charlie an aspiring inventor is planning to make some wings to fulfill his dream to fly around the world . he started by collecting feathers . he needs number0 feathers and he already has number1 how many more feathers does he need to collect ?,900 387,- number0 number1,513.0,"[33, 34, 35, 3, 1, 2, 8, 41, 42, 43, 27, 28, 29]",charlie an aspiring inventor is planning to make some wings to fulfill his dream to fly around the world . he started by collecting feathers . he needs number0 feathers and he already has number1 how,many more feathers does he need to collect ?
197, next on his checklist wax glues to the feathers together . if the feathers number0 g of wax and right now he just number1 how many grams of wax glue he already ?,next on his checklist are wax glues to stick the feathers together . if the feathers require number0 g of wax and right now he just needs number1 g how many grams of wax glue does he already have ?,469 257,- number0 number1,212.0,"[3, 36, 37, 38, 13, 16, 17, 18, 26, 27, 28]",next on his checklist are wax glues to stick the feathers together . if the feathers require number0 g of wax and right now he just needs number1 g,how many grams of wax glue does he already have ?
198, the wings now to . if the oven at number0 degrees and the required temperature number1 degrees how many more degrees the oven temperature need to ?,the wings now need to be heated . if the oven is at number0 degrees and the required temperature is number1 degrees how many more degrees does the oven temperature need to increase ?,150 546,- number1 number0,396.0,"[32, 12, 13, 14, 15, 16, 19, 20, 21, 22, 30, 31]",the wings now need to be heated . if the oven is at number0 degrees and the required temperature is number1 degrees,how many more degrees does the oven temperature need to increase ?
199, while the wings charlie to metal supports for the wings . if he number0 lbs of metal and he number1 lbs in storage how much additional metal he to ?,while heating the wings charlie decided to make metal supports for the wings . if he needs number0 lbs of metal and he has number1 lbs in storage how much additional metal does he need to buy ?,635 276,- number0 number1,359.0,"[2, 34, 35, 36, 9, 16, 17, 18, 23, 24, 25]",while heating the wings charlie decided to make metal supports for the wings . if he needs number0 lbs of metal and he has number1 lbs in storage,how much additional metal does he need to buy ?
200, finally he to color to the wings so he to it like a rainbow . if he to number0 liters of paint and he still number1 liters from his last project how much more paint he to ?,finally he wanted to add color to the wings so he decided to paint it like a rainbow . if he wanted to use number0 liters of paint and he still have number1 liters left from his last project how much more paint does he need to buy ?,333 157,- number0 number1,176.0,"[32, 33, 4, 12, 45, 46, 47, 23, 24, 25, 31]",finally he wanted to add color to the wings so he decided to paint it like a rainbow . if he wanted to use number0 liters of paint and he still have number1 liters left from his last project,how much more paint does he need to buy ?
201, willie the town baker to the biggest their town ever . first he the flour . he to number0 lbs . of flour . if he number1 lbs . of flour in his bakery how much more flour he to ?,willie the town baker wanted to make the biggest cake their town has ever seen . first he prepared the flour . he is planning to use number0 lbs . of flour . if he has number1 lbs . of flour stored in his bakery how much more flour does he need to buy ?,501 294,- number0 number1,207.0,"[2, 35, 36, 37, 4, 51, 52, 53, 26, 27, 28]",willie the town baker wanted to make the biggest cake their town has ever seen . first he prepared the flour . he is planning to use number0 lbs . of flour . if he has number1 lbs . of flour stored in his bakery,how much more flour does he need to buy ?
202, next on his shopping list the eggs . if he number0 eggs for his cake and his friend andrew him number1 how many more eggs should he ?,next on his shopping list are the eggs . if he needs number0 eggs for his cake and his friend andrew gave him number1 how many more eggs should he buy ?,222 155,- number0 number1,67.0,"[2, 11, 12, 13, 16, 17, 21, 22, 23, 24, 28, 29, 30]",next on his shopping list are the eggs . if he needs number0 eggs for his cake and his friend andrew gave him number1,how many more eggs should he buy ?
203, to sure that the cake sweet he number0 lbs . of sugar . if he number1 lbs . of sugar in his house how much additional sugar will he ?,to make sure that the cake is sweet he needs number0 lbs . of sugar . if he has number1 lbs . of sugar stored in his house how much additional sugar will he need ?,450 287,- number0 number1,163.0,"[32, 33, 2, 34, 9, 10, 11, 18, 19, 20]",to make sure that the cake is sweet he needs number0 lbs . of sugar . if he has number1 lbs . of sugar stored in his house,how much additional sugar will he need ?
204, since the townspeople that he a chocolate cake he will number0 lbs . of cocoa powder . if the mayor already him number1 lbs . how much cocoa powder he still ?,since the townspeople requested that he makes a chocolate cake he will need number0 lbs . of cocoa powder . if the mayor already gave him number1 lbs . how much cocoa powder does he still need ?,306 259,- number0 number1,47.0,"[34, 35, 4, 36, 12, 13, 14, 25, 26, 27]",since the townspeople requested that he makes a chocolate cake he will need number0 lbs . of cocoa powder . if the mayor already gave him number1 lbs .,how much cocoa powder does he still need ?
205, for the frosting and final touches will to number0 lbs . of whipped cream . if he number1 . of cream from his farm how much more cream to ?,for the frosting and final touches willie will need to have number0 lbs . of whipped cream . if he got number1 lbs . of cream from his farm how much more cream is needed to be bought ?,300 149,- number0 number1,151.0,"[2, 35, 36, 37, 10, 11, 12, 20, 21, 22]",for the frosting and final touches willie will need to have number0 lbs . of whipped cream . if he got number1 lbs . of cream from his farm,how much more cream is needed to be bought ?
206, there only a week before christmas . john out to gifts for his family . $ number0 for his budget he to a sports store and his brother a new pair of shoes for $ number1 . how much money he ?,there 's only a week left before christmas . john went out to buy gifts for his family . having $ number0 for his budget he went to a sports store and bought his brother a new pair of shoes for $ number1 . how much money does he have left ?,999.00 165.00,- number0 number1,834.0,"[0, 41, 42, 48, 49, 50, 20, 21, 22]",there 's only a week left before christmas . john went out to buy gifts for his family . having $ number0 for his budget he went to a sports store and bought his brother a new pair of shoes for $ number1 .,how much money does he have left ?
207, after a dress he to a gardening store and his mom some ornamental plants . if the plants originally $ number0 and he able to a $ number1 discount how much he actually on the plants ?,after buying a dress he went to a gardening store and bought his mom some ornamental plants . if the plants originally cost $ number0 and he was able to get a $ number1 discount how much did he actually spend on buying the plants ?,467.00 399.00,- number0 number1,68.0,"[32, 33, 34, 4, 42, 43, 44, 23, 24, 25]",after buying a dress he went to a gardening store and bought his mom some ornamental plants . if the plants originally cost $ number0 and he was able to get a $ number1 discount,how much did he actually spend on buying the plants ?
208, lastly he to a music store and a new set of speakers for his dad 's entertainment system . if the initial price of the speakers $ number0 he it for $ number1 how much money he able to from a discount ?,lastly he went to a music store and bought a new set of speakers for his dad 's entertainment system . if the initial price of the speakers is $ number0 he got it for $ number1 how much money was he able to save from having a discount ?,475.00 199.00,- number0 number1,276.0,"[35, 36, 37, 46, 47, 48, 29, 30, 31]",lastly he went to a music store and bought a new set of speakers for his dad 's entertainment system . if the initial price of the speakers is $ number0 he got it for $ number1,how much money was he able to save from having a discount ?
209, if he a total of $ number0 and all the gifts a total of $ number1 how much money he on giftwrapping and other expenses ?,if he spent a total of $ number0 and all the gifts cost a total of $ number1 how much money did he spend on giftwrapping and other expenses ?,700.00 561.00,- number0 number1,139.0,"[6, 7, 8, 16, 17, 18, 26, 27, 28]",if he spent a total of $ number0 and all the gifts cost a total of $ number1,how much money did he spend on giftwrapping and other expenses ?
210, janine a catering service company . she to for the mayor 's number0 birthday . for the appetizers she to number1 mini meat pies . she her crew into number2 teams . if the first team number3 and the second number4 how many pies should the third team make ?,janine owns a catering service company . she was hired to cater for the mayor 's number0 birthday . for the appetizers she needs to make number1 mini meat pies . she divided her crew into number2 teams . if the first team made number3 and the second made number4 how many pies should the third team make ?,50 750 3 235 275,- number1 + number3 number4,240.0,"[35, 36, 37, 43, 44, 45, 12, 48, 49, 50, 18, 55, 56, 25, 26, 27, 29, 57]",janine owns a catering service company . she was hired to cater for the mayor 's number0 birthday . for the appetizers she needs to make number1 mini meat pies . she divided her crew into number2 teams . if the first team made number3 and the second made number4,how many pies should the third team make ?
211, next food item she to soup . she number0 cups of mushroom soup . if the first team number1 cups and the third team number2 how any cups should the second team prepare in order to the required amount of soup ?,next food item she has to prepare is soup . she needs number0 cups of mushroom soup . if the first team made number1 cups and the third team made number2 cups how any cups should the second team prepare in order to meet the required amount of soup ?,280 90 70,- number0 + number1 number2,120.0,"[1, 4, 11, 12, 13, 46, 47, 48, 21, 22, 23, 24, 29, 30, 31]",next food item she has to prepare is soup . she needs number0 cups of mushroom soup . if the first team made number1 cups and the third team made number2 cups,how any cups should the second team prepare in order to meet the required amount of soup ?
212, for the second main course they to number0 pieces of fish fillets . if the first team number1 pieces and the second team number2 pieces how many pieces should the third team make ?,for the second main course they were asked to make number0 pieces of fish fillets . if the first team made number1 pieces and the second team made number2 pieces how many pieces should the third team make ?,500 189 131,- number0 + number1 number2,180.0,"[35, 4, 36, 37, 9, 10, 11, 15, 20, 21, 22, 27, 28, 29]",for the second main course they were asked to make number0 pieces of fish fillets . if the first team made number1 pieces and the second team made number2 pieces,how many pieces should the third team make ?
213, they a total of number0 adults and number1 children if number2 of all the people they male how many female ?,they served a total of number0 adults and number1 children if number2 of all the people they served are male how many are female ?,179 141 156,- + number0 number1 number2,164.0,"[4, 5, 6, 7, 8, 9, 10, 11, 12, 21, 22, 23]",they served a total of number0 adults and number1 children if number2 of all the people they served are male,how many are female ?
214, alvin to a small house in the forest so that he a place to whenever he . he by some wood . to his blueprint he will number0 pieces of wood . if his friend him number1 pieces and his brother him number2 pieces how many more wood he to ?,alvin is trying to build a small house in the forest so that he has a place to stay whenever he goes hunting . he started by gathering some wood . according to his blueprint he will need number0 pieces of wood . if his friend gave him number1 pieces and his brother gave him number2 pieces how many more wood does he need to gather ?,376 123 136,- - number0 number1 number2,117.0,"[64, 65, 3, 37, 38, 39, 6, 10, 47, 48, 49, 54, 55, 56, 63]",alvin is trying to build a small house in the forest so that he has a place to stay whenever he goes hunting . he started by gathering some wood . according to his blueprint he will need number0 pieces of wood . if his friend gave him number1 pieces and his brother gave him number2 pieces,how many more wood does he need to gather ?
215, he also some nails . if he already number0 nails with him and he another number1 in his toolshed how many more nails he to if he a total of number2 nails ?,he also needed some nails . if he already has number0 nails with him and he found another number1 in his toolshed how many more nails does he need to buy if he needs a total of number2 nails ?,247 144 500,- number2 + number0 number1,109.0,"[2, 3, 36, 37, 38, 9, 10, 11, 17, 18, 19, 24]",he also needed some nails . if he already has number0 nails with him and he found another number1 in his toolshed,how many more nails does he need to buy if he needs a total of number2 nails ?
216, to support on the house 's connections he to the wood joints with rope . he number0 feet of rope . if he number1 feet of rope with him and at the moment he only number2 feet how many feet of rope his friends to him ?,to add support on the house 's connections he decided to tie the wood joints with rope . he needs number0 feet of rope . if he has number1 feet of rope with him and at the moment he only needed number2 feet how many feet of rope did his friends give to him ?,185 46 57,- number0 + number2 number1,82.0,"[1, 2, 40, 41, 42, 15, 19, 20, 21, 51, 52, 53, 26, 27, 28, 29]",to add support on the house 's connections he decided to tie the wood joints with rope . he needs number0 feet of rope . if he has number1 feet of rope with him and at the moment he only needed number2 feet,how many feet of rope did his friends give to him ?
217, he to sure that he from the cold evenings in the forest so he to a fireplace of cement . if he number0 lbs of cement and his son another number1 how much cement he originally if he now number2 lbs ?,he wanted to make sure that he is protected from the cold evenings in the forest so he decided to build a fireplace made of cement . if he bought number0 lbs of cement and his son brought another number1 lbs how much cement did he have originally if he now has number2 lbs ?,215 137 450,- number2 + number0 number1,98.0,"[2, 38, 39, 40, 10, 51, 52, 53, 24, 29, 30, 31]",he wanted to make sure that he is protected from the cold evenings in the forest so he decided to build a fireplace made of cement . if he bought number0 lbs of cement and his son brought another number1 lbs,how much cement did he have originally if he now has number2 lbs ?
218, after the the rivers they on to up the farmlands . if lizzie 's group number0 square feet of land and the other group number1 how many more square feet of land to if there total of number2 square feet of land ?,after the cleaning the rivers they went on to tidy up the farmlands . if lizzie 's group covered number0 square feet of land and the other group covered number1 how many more square feet of land remains to be cleaned if there is total of number2 square feet of land ?,250 265 900,- number2 + number0 number1,385.0,"[4, 45, 46, 47, 48, 17, 18, 19, 20, 21, 49, 23, 50, 28, 29, 30]",after the cleaning the rivers they went on to tidy up the farmlands . if lizzie 's group covered number0 square feet of land and the other group covered number1,how many more square feet of land remains to be cleaned if there is total of number2 square feet of land ?
219, the number0 groups will also garbage from all the number1 houses in the city . if lizzie 's group number2 houses while the other group number3 how many more houses ?,the number0 groups will also collect garbage from all the number1 houses in the city . if lizzie 's group covered number2 houses while the other group covered number3 how many more houses remain ?,2 453 238 190,- number1 + number2 number3,25.0,"[0, 1, 2, 32, 4, 5, 33, 9, 10, 11, 14, 15, 17, 20, 21, 22, 27, 28, 29, 31]",the number0 groups will also collect garbage from all the number1 houses in the city . if lizzie 's group covered number2 houses while the other group covered number3,how many more houses remain ?
220, finally they to around number0 factories to sure they their wastes properly . if their group to number1 factories and the second to number2 how many factories unchecked ?,finally they had to roam around number0 factories to make sure they are throwing their wastes properly . if their group went to number1 factories and the second went to number2 how many factories remain unchecked ?,169 69 52,- number0 + number1 number2,48.0,"[33, 34, 35, 4, 5, 6, 7, 14, 16, 22, 23, 24, 29, 30, 31]",finally they had to roam around number0 factories to make sure they are throwing their wastes properly . if their group went to number1 factories and the second went to number2,how many factories remain unchecked ?
221, kevin and his family just to a new neighborhood so they a party to able to their new neighbors . for the party they a few snacks for everyone . if his sister number0 mini cupcakes and his mother number1 how many his grandmother prepare if they a total of number2 cupcakes ?,kevin and his family just moved to a new neighborhood so they are holding a party to be able to meet their new neighbors . for the party they prepared a few snacks for everyone . if his sister prepared number0 mini cupcakes and his mother prepared number1 how many did his grandmother prepare if they have a total of number2 cupcakes ?,25 30 100,- number2 + number0 number1,45.0,"[3, 39, 40, 41, 42, 46, 47, 48, 59, 60, 61]",kevin and his family just moved to a new neighborhood so they are holding a party to be able to meet their new neighbors . for the party they prepared a few snacks for everyone . if his sister prepared number0 mini cupcakes and his mother prepared number1,how many did his grandmother prepare if they have a total of number2 cupcakes ?
222, they also some chips . if he number0 grams of chips and his father number1 how much chips should his brother prepare if they to number2 grams of chips ?,they also prepared some chips . if he prepared number0 grams of chips and his father prepared number1 grams how much chips should his brother prepare if they are to have number2 grams of chips ?,350 268 800,- number2 + number0 number1,182.0,"[32, 33, 2, 34, 8, 9, 10, 16, 17, 18, 24, 30, 31]",they also prepared some chips . if he prepared number0 grams of chips and his father prepared number1 grams,how much chips should his brother prepare if they are to have number2 grams of chips ?
223, after the party kevin that the total money they on food drinks and utensils up to $ number0 . if they $ number1 on food and $ number2 on utensils and other how much they on drinks ?,after the party kevin estimated that the total money they spent on food drinks and utensils sums up to $ number0 . if they spent $ number1 on food and $ number2 on utensils and other stuff how much did they spend on drinks ?,560.00 268.00 118.00,- number0 + number1 number2,174.0,"[32, 2, 41, 42, 43, 19, 20, 25, 26, 27, 30, 31]",after the party kevin estimated that the total money they spent on food drinks and utensils sums up to $ number0 . if they spent $ number1 on food and $ number2 on utensils and other stuff,how much did they spend on drinks ?
224, andrew his friends over for game night . so he to the snacks and the games . he by mini sandwiches . if he number0 friends over and he number1 sandwiches for each one of them how many sandwiches he in total ?,andrew is having his friends over for game night . so he decided to prepare the snacks and the games . he started by making mini sandwiches . if he has number0 friends coming over and he made number1 sandwiches for each one of them how many sandwiches did he make in total ?,4 3,* number0 number1,12.0,"[32, 2, 3, 37, 38, 39, 41, 9, 18, 50, 51, 52, 22, 30, 31]",andrew is having his friends over for game night . so he decided to prepare the snacks and the games . he started by making mini sandwiches . if he has number0 friends coming over and he made number1 sandwiches for each one of them,how many sandwiches did he make in total ?
225, he also some juice from fresh oranges . if he number0 oranges per glass of juice and he number1 glasses of juice how many oranges he ?,he also made some juice from fresh oranges . if he used number0 oranges per glass of juice and he made number1 glasses of juice how many oranges did he use ?,2 6,* number0 number1,12.0,"[2, 6, 11, 12, 13, 14, 17, 20, 21, 22, 28, 29, 30]",he also made some juice from fresh oranges . if he used number0 oranges per glass of juice and he made number1 glasses of juice,how many oranges did he use ?
226, lastly andrew to his expenses for the game night . if he $ number0 for each game they and they a total of number1 games how much money he that night ?,lastly andrew tried to compute his expenses for the game night . if he spent $ number0 for each game they played and they played a total of number1 games how much money did he spend that night ?,9.00 5,* number0 number1,45.0,"[2, 35, 36, 37, 15, 16, 17, 18, 27, 28, 29]",lastly andrew tried to compute his expenses for the game night . if he spent $ number0 for each game they played and they played a total of number1 games,how much money did he spend that night ?
227, her mom also some cookies . if she number0 pans of cookies and there number1 cookies per pan how many cookies her mom bake for her birthday ?,her mom also baked some cookies . if she baked number0 pans of cookies and there are number1 cookies per pan how many cookies did her mom bake for her birthday ?,5 8,* number0 number1,40.0,"[2, 3, 9, 10, 11, 15, 16, 17, 18, 19, 20, 28, 29, 30]",her mom also baked some cookies . if she baked number0 pans of cookies and there are number1 cookies per pan,how many cookies did her mom bake for her birthday ?
228, they to some cold drinks as well . if they to number0 pitchers of drinks and each pitcher can number1 glasses how many glasses of drinks they to in total ?,they planned to serve some cold drinks as well . if they plan to make number0 pitchers of drinks and each pitcher can fill number1 glasses how many glasses of drinks are they planning to prepare in total ?,9 6,* number0 number1,54.0,"[35, 4, 36, 37, 13, 14, 15, 16, 17, 20, 23, 24, 25]",they planned to serve some cold drinks as well . if they plan to make number0 pitchers of drinks and each pitcher can fill number1 glasses,how many glasses of drinks are they planning to prepare in total ?
229, they to the party in their backyard . if they number0 sets of tables and each set number1 chairs how many chairs they for the guests ?,they decided to hold the party in their backyard . if they have number0 sets of tables and each set has number1 chairs how many chairs do they have for the guests ?,8 7,* number0 number1,56.0,"[2, 10, 12, 13, 14, 18, 20, 21, 22, 29, 30, 31]",they decided to hold the party in their backyard . if they have number0 sets of tables and each set has number1 chairs,how many chairs do they have for the guests ?
230, at the end of the party mona away some souvenirs to her number0 closest friends . if each of them number1 souvenir items how many souvenirs mona away ?,at the end of the party mona gave away some souvenirs to her number0 closest friends . if each of them received number1 souvenir items how many souvenirs did mona give away ?,6 2,* number0 number1,12.0,"[4, 12, 13, 14, 15, 18, 21, 22, 23, 24, 29, 30, 31]",at the end of the party mona gave away some souvenirs to her number0 closest friends . if each of them received number1 souvenir items,how many souvenirs did mona give away ?
231, john a tree house to as his hideout whenever he to some time alone with himself . the first thing he to some materials . for the pillars he number0 sets of wood with different lengths . if the first set of wood number1 feet long and the second set number2 times longer than the first how long the second set of wood ?,john is building a tree house to serve as his hideout whenever he wanted to spend some time alone with himself . the first thing he did is to gather some materials . for the pillars he needs number0 sets of wood with different lengths . if the first set of wood is number1 feet long and the second set is number2 times longer than the first set how long is the second set of wood ?,2 4 5,* number1 number2,20.0,"[37, 38, 39, 73, 74, 75, 15, 52, 53, 54, 60, 61, 62]",john is building a tree house to serve as his hideout whenever he wanted to spend some time alone with himself . the first thing he did is to gather some materials . for the pillars he needs number0 sets of wood with different lengths . if the first set of wood is number1 feet long and the second set is number2 times longer than the first set,how long is the second set of wood ?
232, another material that he rope . if he already number0 feet of rope and he additional ropes number1 times the length of what he already how long should the additional rope ?,another material that he needs is rope . if he already has number0 feet of rope and he needs additional ropes having number1 times the length of what he already have how long should be the additional rope ?,6 5,* number0 number1,30.0,"[3, 35, 36, 37, 11, 12, 13, 21, 22, 23]",another material that he needs is rope . if he already has number0 feet of rope and he needs additional ropes having number1 times the length of what he already have,how long should be the additional rope ?
233, for the walls of the house he would number0 large planks of wood . if each plank of wood needs number1 pieces of nails to how many nails john for the house wall ?,for the walls of the house he would use number0 large planks of wood . if each plank of wood needs number1 pieces of nails to be secured how many nails does john need for the house wall ?,9 8,* number0 number1,72.0,"[35, 36, 5, 37, 8, 9, 10, 11, 16, 20, 21, 22]",for the walls of the house he would use number0 large planks of wood . if each plank of wood needs number1 pieces of nails to be secured,how many nails does john need for the house wall ?
234, michelle likes to money every now and then so that she money to the things that she . number0 day she to her savings . she her piggy bank and out the different coins and dollar bills . if she a total of number1 nickels ( a nickel equivalent to number2 cents ) what the total value of money she in nickels ?,michelle likes to save money every now and then so that she has money to buy the things that she wants . number0 day she decided to count her savings . she opened her piggy bank and sorted out the different coins and dollar bills . if she counted a total of number1 nickels ( a nickel is equivalent to number2 cents ) what is the total value of money does she have in nickels ?,1 20 5,* number1 number2,100.0,"[5, 72, 73, 74, 51, 52, 53, 22, 23, 59, 60, 61]",michelle likes to save money every now and then so that she has money to buy the things that she wants . number0 day she decided to count her savings . she opened her piggy bank and sorted out the different coins and dollar bills . if she counted a total of number1 nickels ( a nickel is equivalent to number2 cents ),what is the total value of money does she have in nickels ?
235, daniel and his brother ben to their grandfather 's farm for a few weeks of vacation . during their stay at the farm they to care of the animals . number0 day his grandfather if he could the total number of sheep that they . if there number1 herds of sheep and each herd number2 sheep how many they in total ?,daniel and his brother ben went to their grandfather 's farm for a few weeks of vacation . during their stay at the farm they were asked to take care of the animals . number0 day his grandfather asked if he could count the total number of sheep that they have . if there are number1 herds of sheep and each herd has number2 sheep how many sheep do they have in total ?,1 3 20,* number1 number2,60.0,"[64, 34, 35, 2, 70, 71, 72, 10, 14, 18, 54, 55, 56, 60, 62, 63]",daniel and his brother ben went to their grandfather 's farm for a few weeks of vacation . during their stay at the farm they were asked to take care of the animals . number0 day his grandfather asked if he could count the total number of sheep that they have . if there are number1 herds of sheep and each herd has number2 sheep,how many sheep do they have in total ?
236, ben on the other hand to the number of cows that they . he that there a total of number0 cows for every cow herd . how many cows they in total if there number1 cow herds in the farm ?,ben on the other hand was asked to count the number of cows that they have . he saw that there are a total of number0 cows for every cow herd . how many cows do they have in total if there are number1 cow herds in the farm ?,40 8,* number0 number1,320.0,"[1, 5, 42, 43, 44, 45, 10, 46, 47, 48, 24, 25, 26, 28]",ben on the other hand was asked to count the number of cows that they have . he saw that there are a total of number0 cows for every cow herd .,how many cows do they have in total if there are number1 cow herds in the farm ?
237, both of them also to note of the total number of chicken in the farm . ben a total of number0 chicken coops and daniel that there number1 chickens in number2 coop . how many chickens they in total ?,both of them were also asked to take note of the total number of chicken in the farm . ben counted a total of number0 chicken coops and daniel said that there are number1 chickens in number2 coop . how many chickens do they have in total ?,9 60 1,* number0 number1,540.0,"[32, 33, 34, 35, 36, 37, 1, 5, 44, 13, 45, 46, 23, 24, 25, 26]",both of them were also asked to take note of the total number of chicken in the farm . ben counted a total of number0 chicken coops and daniel said that there are number1 chickens in number2 coop .,how many chickens do they have in total ?
238, ben also number0 trays of eggs to . if each tray number1 eggs how many eggs examine in total ?,ben was also given number0 trays of eggs to examine . if each tray has number1 eggs how many eggs did ben examine in total ?,7 10,* number0 number1,70.0,"[3, 4, 5, 7, 11, 12, 14, 15, 16, 22, 23, 24]",ben was also given number0 trays of eggs to examine . if each tray has number1 eggs,how many eggs did ben examine in total ?
239, after they they out that the farm into number0 sections and each section a land area of number1 acres . what the total area of the farm ?,after they vacation they figured out that the farm was divided into number0 sections and each section has a land area of number1 acres . what is the total area of the farm ?,5 60,* number1 number0,300.0,"[32, 11, 12, 13, 15, 21, 22, 23, 30, 31]",after they vacation they figured out that the farm was divided into number0 sections and each section has a land area of number1 acres .,what is the total area of the farm ?
240, jenny and her family just into a new city and today would her first day on a new school . she to sure that she well so she sure that she number0 hours of sleep . if an hour of number1 minutes how many minutes of sleep she ?,jenny and her family just moved into a new city and today would be her first day on a new school . she wanted to make sure that she is well rested so she made sure that she had number0 hours of sleep . if an hour is composed of number1 minutes how many minutes of sleep did she have ?,8 60,* number0 number1,480.0,"[38, 39, 40, 9, 16, 49, 50, 51, 57, 58, 59]",jenny and her family just moved into a new city and today would be her first day on a new school . she wanted to make sure that she is well rested so she made sure that she had number0 hours of sleep . if an hour is composed of number1 minutes,how many minutes of sleep did she have ?
241, she also a hearty breakfast so that she would enough energy . she number0 pieces of her favorite bread . if each piece of bread costs number1 cents how much jenny spend for her breakfast ?,she also ate a hearty breakfast so that she would have enough energy . she bought number0 pieces of her favorite bread . if each piece of bread costs number1 cents how much did jenny spend for her breakfast ?,5 30,* number0 number1,150.0,"[1, 36, 5, 37, 38, 15, 16, 17, 24, 28, 29, 30]",she also ate a hearty breakfast so that she would have enough energy . she bought number0 pieces of her favorite bread . if each piece of bread costs number1 cents,how much did jenny spend for her breakfast ?
242, to to school jenny to the school 's double decker bus . the bus a total of number0 rows of seats and each row a capacity of number1 kids . how many kids in total can the school bus ?,to get to school jenny decided to ride the school 's double decker bus . the bus has a total of number0 rows of seats and each row has a capacity of number1 kids . how many kids in total can ride the school bus ?,20 4,* number0 number1,80.0,"[32, 33, 1, 6, 42, 43, 44, 20, 21, 22, 26, 31]",to get to school jenny decided to ride the school 's double decker bus . the bus has a total of number0 rows of seats and each row has a capacity of number1 kids .,how many kids in total can ride the school bus ?
243, when she to school she that the school of number0 buildings each number1 classrooms . how many classrooms the school ?,when she got to school she saw that the school is composed of number0 buildings each having number1 classrooms . how many classrooms does the school have ?,9 30,* number0 number1,270.0,"[1, 6, 12, 13, 14, 15, 16, 17, 18, 24, 25, 26]",when she got to school she saw that the school is composed of number0 buildings each having number1 classrooms .,how many classrooms does the school have ?
244, she also to to the teachers in the school . she out that there number0 departments in the school and each department number1 teachers . how many teachers there in total ?,she also tried to get to know the teachers in the school . she found out that there are number0 departments in the school and each department has number1 teachers . how many teachers are there in total ?,7 20,* number0 number1,140.0,"[1, 35, 4, 5, 6, 36, 37, 14, 18, 19, 20, 25, 27, 28, 29]",she also tried to get to know the teachers in the school . she found out that there are number0 departments in the school and each department has number1 teachers .,how many teachers are there in total ?
245, a car enthusiast to across different places as a hobby . so for his vacation he to around his favorite places . his first destination the famous sky number0 of the tallest waterfalls in his country . it to number1 times as tall as the tallest building in their city . if the building number2 feet tall how tall sky falls ?,stanley a car enthusiast loves to drive across different places as a hobby . so for his vacation he decided to go around his favorite places . his first destination is the famous sky falls number0 of the tallest waterfalls in his country . it is said to be number1 times as tall as the tallest building in their city . if the building is number2 feet tall how tall is sky falls ?,1 20 9,* number1 number2,180.0,"[64, 65, 34, 35, 36, 66, 70, 71, 72, 48, 49, 50]",stanley a car enthusiast loves to drive across different places as a hobby . so for his vacation he decided to go around his favorite places . his first destination is the famous sky falls number0 of the tallest waterfalls in his country . it is said to be number1 times as tall as the tallest building in their city . if the building is number2 feet tall,how tall is sky falls ?
246, when he there he on to to the top of the falls . it usually number0 minutes for someone to to the top . stanley time to the view so his climb number1 times longer than the usual . how many minutes it stanley to to the top ?,when he arrived there he went on to climb to the top of the falls . it usually takes number0 minutes for someone to get to the top . stanley took time to see the view so his climb took number1 times longer than the usual . how many minutes did it take stanley to get to the top ?,30 7,* number0 number1,210.0,"[1, 2, 5, 39, 40, 41, 18, 19, 20, 56, 57, 58]",when he arrived there he went on to climb to the top of the falls . it usually takes number0 minutes for someone to get to the top . stanley took time to see the view so his climb took number1 times longer than the usual .,how many minutes did it take stanley to get to the top ?
247, after down the falls he then to mist mountains . if the mountain number0 times farther from the city than sky falls and sky falls number1 miles from the city how far the rocky mist from the city ?,after going down the falls he then went to rock mist mountains . if the mountain is number0 times farther from the city than sky falls and sky falls is number1 miles from the city how far is the rocky mist from the city ?,50 8,* number0 number1,400.0,"[41, 42, 43, 16, 17, 18, 29, 30, 31]",after going down the falls he then went to rock mist mountains . if the mountain is number0 times farther from the city than sky falls and sky falls is number1 miles from the city,how far is the rocky mist from the city ?
