,Question,orig_Question,Numbers,Equation,Answer,group_nums,Grade,Type,Body,Ques_Statement
119, mrs. hilt number0 marbles . she number1 them . how many marbles she ?,mrs. hilt had number0 marbles . she lost number1 of them . how many marbles does she have left ?,38 15,- number0 number1,23.0,"[1, 2, 3, 4, 6, 7, 8, 9, 16, 17, 18]",2,Subtraction,mrs. hilt had number0 marbles . she lost number1 of them .,how many marbles does she have left ?
120, mrs. hilt and her sister drove to a concert number0 miles away . they number1 miles and then gas . her sister number2 gallons gas the car . how many miles they to ?,mrs. hilt and her sister drove to a concert number0 miles away . they drove number1 miles and then stopped for gas . her sister put number2 gallons of gas in the car . how many miles did they have left to drive ?,78 32 28,- number0 number1,46.0,"[1, 2, 6, 8, 9, 10, 40, 41, 42, 14, 15, 16, 25, 26, 27]",2,Subtraction,mrs. hilt and her sister drove to a concert number0 miles away . they drove number1 miles and then stopped for gas . her sister put number2 gallons of gas in the car .,how many miles did they have left to drive ?
121, mrs. hilt number0 hot dogs . each hot dog cost number1 cents . how much money she all the hot dogs ?,mrs. hilt bought number0 hot dogs . each hot dog cost number1 cents . how much money did she pay for all of the hot dogs ?,6 50,* number0 number1,300.0,"[2, 3, 4, 5, 7, 10, 11, 12, 23, 24, 25]",2,Multiplication,mrs. hilt bought number0 hot dogs . each hot dog cost number1 cents .,how much money did she pay for all of the hot dogs ?
122, mrs. hilt number0 cents . a pencil number1 cents . how many pencils can she the money she ?,mrs. hilt has number0 cents . a pencil costs number1 cents . how many pencils can she buy with the money she has ?,50 5,/ number0 number1,10.0,"[2, 3, 4, 8, 9, 10, 20, 21, 22]",2,Common-Division,mrs. hilt has number0 cents . a pencil costs number1 cents .,how many pencils can she buy with the money she has ?
123, mrs. hilt number0 butterflies . some the butterflies red and others orange . number1 the butterflies orange how many them ?,mrs. hilt saw number0 butterflies . some of the butterflies were red and others were orange . if number1 of the butterflies were orange how many of them were red ?,33 20,- number0 number1,13.0,"[2, 3, 4, 17, 18, 19, 27, 28, 29]",2,Subtraction,mrs. hilt saw number0 butterflies . some of the butterflies were red and others were orange . if number1 of the butterflies were orange,how many of them were red ?
124, mrs. hilt number0 cents . she a pencil number1 cents and a piece candy number2 cents . how much money she ?,mrs. hilt had number0 cents . she bought a pencil for number1 cents and a piece of candy for number2 cents . how much money did she have left ?,43 20 5,- - number0 number1 number2,18.0,"[2, 3, 4, 10, 11, 12, 18, 19, 20, 26, 27, 28]",2,TVQ-Final,mrs. hilt had number0 cents . she bought a pencil for number1 cents and a piece of candy for number2 cents .,how much money did she have left ?
125, tuesday mrs. hilt number0 raisins a tray the cafeteria . that number1 more raisins she the day . how many raisins the table monday ?,on tuesday mrs. hilt saw number0 raisins on a tray in the cafeteria . that was number1 more raisins than she saw the day before . how many raisins were on the table on monday ?,88 8,- number0 number1,80.0,"[32, 1, 33, 3, 4, 5, 6, 34, 15, 16, 17, 18]",2,Subtraction,on tuesday mrs. hilt saw number0 raisins on a tray in the cafeteria . that was number1 more raisins than she saw the day before .,how many raisins were on the table on monday ?
126, mrs. hilt carnival tickets . the tickets $ number0 number1 tickets . hilt number2 tickets how much she ?,mrs. hilt bought carnival tickets . the tickets cost $ number0 for number1 tickets . if mrs. hilt bought number2 tickets how much did she pay ?,1 4 12,/ number2 number1,3.0,"[2, 3, 9, 10, 11, 12, 13, 18, 19, 20, 23, 24, 25]",2,Common-Division,mrs. hilt bought carnival tickets . the tickets cost $ number0 for number1 tickets . if mrs. hilt bought number2 tickets,how much did she pay ?
127, the hawks number0 touchdowns worth number1 points each . how many points they ?,the hawks scored number0 touchdowns worth number1 points each . how many points do they have ?,3 7,* number1 number0,21.0,"[1, 2, 3, 4, 5, 6, 7, 8, 13, 14, 15]",2,Multiplication,the hawks scored number0 touchdowns worth number1 points each .,how many points do they have ?
128, zach number0 points the football game . ben number1 points . how many more points zach score ?,zach scored number0 points in the football game . ben scored number1 points . how many more points did zach score ?,42 21,- number0 number1,21.0,"[1, 2, 3, 6, 10, 11, 12, 18, 19, 20]",2,Subtraction,zach scored number0 points in the football game . ben scored number1 points .,how many more points did zach score ?
129, a quarter $ number0 . how many quarters equal $ number1 ?,a quarter equals $ number0 . how many quarters equal $ number1 ?,0.25 2.25,/ number1 number0,9.0,"[2, 3, 4, 9, 10, 11, 12]",2,Common-Division,a quarter equals $ number0 .,how many quarters equal $ number1 ?
130, kate number0 pennies . john number1 pennies . how many more pennies john ?,kate has number0 pennies . john has number1 pennies . how many more pennies does john have ?,223 388,- number1 number0,165.0,"[1, 2, 3, 6, 7, 8, 14, 15, 16]",2,Subtraction,kate has number0 pennies . john has number1 pennies .,how many more pennies does john have ?
131, kim number0 cousins . she to each one number1 pieces gum . how much gum will she ?,kim has number0 cousins . she wants to give each one number1 pieces of gum . how much gum will she need ?,4 5,* number0 number1,20.0,"[1, 2, 3, 9, 10, 11, 12, 19, 20, 21]",2,Multiplication,kim has number0 cousins . she wants to give each one number1 pieces of gum .,how much gum will she need ?
132, number0 boats the lake . each boat number1 people . how many people boats the lake ?,number0 boats are in the lake . each boat has number1 people . how many people are on boats in the lake ?,5 3,* number0 number1,15.0,"[0, 1, 2, 5, 7, 9, 10, 11, 19, 20, 21]",2,Multiplication,number0 boats are in the lake . each boat has number1 people .,how many people are on boats in the lake ?
133, there number0 dogs number1 fish and number2 cats my farm . how many pets i my farm ?,there are number0 dogs number1 fish and number2 cats at my farm . how many pets do i have at my farm ?,43 72 34,+ + number0 number1 number2,149.0,"[1, 2, 3, 4, 5, 6, 7, 8, 19, 20, 21]",2,Sum,there are number0 dogs number1 fish and number2 cats at my farm .,how many pets do i have at my farm ?
134, gino number0 brown bears number1 white bears and number2 black bears . how many bears gino ?,gino has number0 brown bears number1 white bears and number2 black bears . how many bears does gino have ?,15 24 27,+ + number0 number1 number2,66.0,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 16, 17, 18]",2,Sum,gino has number0 brown bears number1 white bears and number2 black bears .,how many bears does gino have ?
135, morgan number0 red pens number1 blue pens and number2 black pens . how many pens she ?,morgan has number0 red pens number1 blue pens and number2 black pens . how many pens does she have ?,65 45 58,+ + number0 number1 number2,168.0,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 16, 17, 18]",2,Sum,morgan has number0 red pens number1 blue pens and number2 black pens .,how many pens does she have ?
136, the house charlie they out nails he his father he to some . they still number0 nails and number1 boxes nails the big number2 number3 nails and the small number4 number5 how many nails will they ?,while building the house charlie noticed that they were running out of nails so he told his father he 's going to buy some . if they still have number0 nails left and charlie bought number1 boxes of nails the big number2 containing number3 nails and the small number4 containing number5 how many nails will they have ?,9 2 1 55 1 31,+ + number0 number5 number3,95.0,"[3, 9, 17, 27, 28, 29, 30, 31, 34, 35, 36, 40, 41, 42, 43, 44, 47, 48, 49, 50, 51, 54, 55, 56]",3,Sum,while building the house charlie noticed that they were running out of nails so he told his father he 's going to buy some . if they still have number0 nails left and charlie bought number1 boxes of nails the big number2 containing number3 nails and the small number4 containing number5,how many nails will they have ?
137, the treehouse almost ; all they to it . his father they will number0 ounces white paint number1 ounces green paint and number2 ounces brown paint . how many ounces paint would they total ?,the treehouse is almost done ; all they need is to paint it . his father estimated that they will use number0 ounces of white paint number1 ounces of green paint and number2 ounces of brown paint . how many ounces of paint would they buy in total ?,20 15 34,+ + number0 number1 number2,69.0,"[32, 33, 1, 6, 7, 45, 46, 47, 20, 21, 22, 25, 26, 27, 31]",3,Sum,the treehouse is almost done ; all they need is to paint it . his father estimated that they will use number0 ounces of white paint number1 ounces of green paint and number2 ounces of brown paint .,how many ounces of paint would they buy in total ?
138, the treehouse charlie 's mother them freshly cookies . ate number0 his father ate number1 and his mother only ate number2 how many cookies total ?,upon finishing the treehouse charlie 's mother served them freshly baked cookies . if charlie ate number0 cookies his father ate number1 and his mother only ate number2 how many cookies were eaten in total ?,15 10 5,+ + number0 number1 number2,30.0,"[32, 33, 2, 34, 7, 10, 15, 16, 17, 20, 21, 22, 26, 27, 28]",3,Sum,upon finishing the treehouse charlie 's mother served them freshly baked cookies . if charlie ate number0 cookies his father ate number1 and his mother only ate number2,how many cookies were eaten in total ?
139, the friends then to the rest the houses their village . however sam to home earlier . she her share candies which number0 gums number1 chocolate bars and number2 fruit candies . how many candies she total ?,the friends then proceeded to the rest of the houses in their village . however sam had to go home earlier . she got her share of candies which are composed of number0 chewing gums number1 chocolate bars and number2 assorted fruit candies . how many candies did she get in total ?,10 15 20,+ + number0 number1 number2,45.0,"[32, 33, 34, 35, 36, 37, 38, 39, 40, 1, 42, 5, 49, 18, 50, 51, 31]",3,Sum,the friends then proceeded to the rest of the houses in their village . however sam had to go home earlier . she got her share of candies which are composed of number0 chewing gums number1 chocolate bars and number2 assorted fruit candies .,how many candies did she get in total ?
140, sam and bob mary john and sue to home as well . they the total amount treats the number0 them . they able to out number1 gums number2 chocolate bars and another number3 candies different flavors . how many treats mary john and sue total ?,after sam and bob left mary john and sue decided to go home as well . they counted the total amount of treats that the number0 of them got . they were able to sort out number1 chewing gums number2 chocolate bars and another number3 candies of different flavors . how many treats did mary john and sue have in total ?,3 60 55 40,+ + number1 number2 number3,155.0,"[35, 36, 37, 38, 39, 40, 41, 4, 43, 44, 45, 58, 24, 25, 26, 59, 60]",3,Sum,after sam and bob left mary john and sue decided to go home as well . they counted the total amount of treats that the number0 of them got . they were able to sort out number1 chewing gums number2 chocolate bars and another number3 candies of different flavors .,how many treats did mary john and sue have in total ?
141, it easter time and the kids the neighborhood easterville very excited the annual easter egg hunt . the parents to the eggs a lot different places . they number0 eggs the club house number1 the village park and number2 eggs the town hall garden . how many eggs total ?,it is easter time and the kids in the neighborhood of easterville are very excited about the annual easter egg hunt . the parents have decided to hide the eggs in a lot of different places . they hid number0 eggs around the club house number1 eggs around the village park and number2 eggs in the town hall garden . how many eggs were hidden in total ?,55 33 22,+ + number0 number1 number2,110.0,"[64, 1, 65, 66, 5, 38, 39, 40, 44, 45, 46, 51, 52, 53]",3,Sum,it is easter time and the kids in the neighborhood of easterville are very excited about the annual easter egg hunt . the parents have decided to hide the eggs in a lot of different places . they hid number0 eggs around the club house number1 eggs around the village park and number2 eggs in the town hall garden .,how many eggs were hidden in total ?
142, joe number0 the best easter egg hunters number1 eggs the club house number2 the park and number3 eggs the town hall garden . how many eggs ?,joe number0 of the best easter egg hunters found number1 eggs around the club house number2 eggs around the park and number3 eggs in the town hall garden . how many eggs did joe find ?,1 12 5 3,+ + number1 number2 number3,20.0,"[0, 1, 2, 32, 33, 5, 34, 8, 9, 10, 14, 15, 16, 20, 21, 22]",3,Sum,joe number0 of the best easter egg hunters found number1 eggs around the club house number2 eggs around the park and number3 eggs in the town hall garden .,how many eggs did joe find ?
143, the rest the kids town number0 more eggs the club house number1 the park and number2 eggs the town hall garden . we all the eggs they how many eggs would ?,the rest of the kids around town got number0 more eggs around the club house number1 eggs around the park and number2 eggs in the town hall garden . if we add all the eggs that they got how many eggs would that be ?,13 9 8,+ + number0 number2 number1,30.0,"[2, 7, 8, 9, 10, 41, 42, 43, 14, 15, 16, 20, 21, 22]",3,Sum,the rest of the kids around town got number0 more eggs around the club house number1 eggs around the park and number2 eggs in the town hall garden . if we add all the eggs that they got,how many eggs would that be ?
144, the all the participants a total number0 eggs the club house number1 eggs the park and number2 eggs the town how many easter eggs day ?,if the all the participants found a total number0 eggs from the club house number1 eggs from the park and number2 eggs from the town hall how many easter eggs were found that day ?,40 25 15,+ + number0 number1 number2,80.0,"[32, 33, 5, 7, 8, 9, 13, 14, 15, 19, 20, 21, 27, 31]",3,Sum,if the all the participants found a total number0 eggs from the club house number1 eggs from the park and number2 eggs from the town hall,how many easter eggs were found that day ?
145, penny 's class to the largest zoo earth their science field trip . the zoo a variety wild animals captivity . their first destination the aviary . the aviary number0 species eagles show day . they number1 bald eagles number2 eagles and number3 eagles . how many eagles display day ?,penny 's class is going to animaland the largest zoo on earth for their science field trip . the zoo has a variety of wild animals in captivity . their first destination was the aviary . the aviary has number0 species of eagles on show that day . they have number1 bald eagles number2 harpy eagles and number3 crowned eagles . how many eagles are on display that day ?,3 20 15 30,+ + number1 number2 number3,65.0,"[1, 2, 5, 10, 38, 39, 40, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 66, 67, 68]",3,Sum,penny 's class is going to animaland the largest zoo on earth for their science field trip . the zoo has a variety of wild animals in captivity . their first destination was the aviary . the aviary has number0 species of eagles on show that day . they have number1 bald eagles number2 harpy eagles and number3 crowned eagles .,how many eagles are on display that day ?
146, the aviary the zoo 's swamp area . penny a total number0 tree frogs number1 poison frogs and number2 wood frogs . how many frogs penny able to ?,after the aviary was the zoo 's swamp area . penny counted a total of number0 tree frogs number1 poison frogs and number2 wood frogs . how many frogs was penny able to count ?,55 10 13,+ + number0 number1 number2,78.0,"[32, 1, 33, 5, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 31]",3,Sum,after the aviary was the zoo 's swamp area . penny counted a total of number0 tree frogs number1 poison frogs and number2 wood frogs .,how many frogs was penny able to count ?
147, aside frogs the swamp area also home to a few dangerous animals . penny 's teacher out number0 crocodiles number1 alligators and number2 vipers . how many dangerous animals the teacher point out total ?,aside from frogs the swamp area is also home to a few dangerous animals . penny 's teacher pointed out number0 crocodiles number1 alligators and number2 vipers . how many dangerous animals did the teacher point out in total ?,22 23 5,+ + number0 number1 number2,50.0,"[3, 36, 37, 38, 19, 20, 21, 22, 23, 24, 25, 26]",3,Sum,aside from frogs the swamp area is also home to a few dangerous animals . penny 's teacher pointed out number0 crocodiles number1 alligators and number2 vipers .,how many dangerous animals did the teacher point out in total ?
148, next their itinerary the insectarium home to hundreds insect species . penny who butterflies and ants pictures the different species . she able to number0 species butterflies number1 species ants and number2 species other insects . how many species insects capture ?,next in their itinerary was the insectarium home to hundreds of insect species . penny who likes butterflies and ants took pictures of the different species . she was able to capture number0 species of butterflies number1 species of ants and number2 species of other insects . how many species of insects did penny capture ?,60 15 20,+ + number0 number1 number2,95.0,"[32, 33, 1, 35, 36, 37, 4, 7, 40, 41, 42, 11, 10, 52, 53, 54, 31]",3,Sum,next in their itinerary was the insectarium home to hundreds of insect species . penny who likes butterflies and ants took pictures of the different species . she was able to capture number0 species of butterflies number1 species of ants and number2 species of other insects .,how many species of insects did penny capture ?
149, last stop their field trip the aquarium . penny number0 species sharks number1 species eels and number2 different species whales . how many species penny able to ?,last stop in their field trip was the aquarium . penny identified number0 species of sharks number1 species of eels and number2 different species of whales . how many species was penny able to identify ?,35 15 5,+ + number0 number1 number2,55.0,"[32, 1, 33, 34, 5, 11, 12, 13, 15, 16, 17, 20, 21, 22, 23]",3,Sum,last stop in their field trip was the aquarium . penny identified number0 species of sharks number1 species of eels and number2 different species of whales .,how many species was penny able to identify ?
150, the week they to to huron and michigan . their stay there they a total number0 pikes number1 sturgeons and number2 herrings . how many fishes they the number3 lakes ?,the following week they decided to go to lake huron and lake michigan . during their stay there they caught a total of number0 pikes number1 sturgeons and number2 herrings . how many fishes did they catch from the number3 lakes ?,30 40 75 2,+ + number0 number1 number2,145.0,"[38, 39, 40, 22, 23, 24, 25, 26, 27, 28, 29]",3,Sum,the following week they decided to go to lake huron and lake michigan . during their stay there they caught a total of number0 pikes number1 sturgeons and number2 herrings .,how many fishes did they catch from the number3 lakes ?
151, recess buddy to the cafeteria where he other students different grades . he number0 second grade students number1 number2 grade students and number3 fifth grade students how many more students buddy meet recess ?,during recess buddy went to the cafeteria where he met other students from different grades . if he met number0 second grade students number1 number2 grade students and number3 fifth grade students how many more students did buddy meet during recess ?,14 10 4 16,+ + number0 number1 number3,40.0,"[2, 4, 9, 10, 13, 17, 18, 19, 20, 22, 23, 24, 25, 26, 27, 28, 29, 31, 38, 39, 40]",3,Sum,during recess buddy went to the cafeteria where he met other students from different grades . if he met number0 second grade students number1 number2 grade students and number3 fifth grade students,how many more students did buddy meet during recess ?
152, the final bell rang buddy to the school bus his new friends . his ride home he number0 students the left side the bus and number1 the right . how many students the bus ride home ?,after the final bell rang buddy ran to the school bus with his new friends . on his ride home he counted number0 students sitting on the left side of the bus and number1 sitting on the right . how many students are on the bus ride home ?,36 27,+ number0 number1,63.0,"[32, 33, 34, 1, 5, 7, 45, 46, 47, 21, 22, 23]",3,Addition,after the final bell rang buddy ran to the school bus with his new friends . on his ride home he counted number0 students sitting on the left side of the bus and number1 sitting on the right .,how many students are on the bus ride home ?
153, the hippo and her friends helen 's house . helen number0 chocolate chip cookies yesterday and number1 cookies this morning . how many cookies bake ?,helen the hippo and her friends are preparing for thanksgiving at helen 's house . helen baked number0 chocolate chip cookies yesterday and number1 cookies this morning . how many cookies did helen bake ?,435 139,+ number0 number1,574.0,"[32, 1, 33, 5, 16, 17, 18, 20, 22, 23, 24, 31]",3,Addition,helen the hippo and her friends are preparing for thanksgiving at helen 's house . helen baked number0 chocolate chip cookies yesterday and number1 cookies this morning .,how many cookies did helen bake ?
154, the pig number0 apples the duck number1 how many apples they altogether ?,pinky the pig bought number0 apples while danny the duck bought number1 how many apples do they have altogether ?,36 73,+ number0 number1,109.0,"[1, 3, 4, 5, 10, 11, 12, 16, 17, 18]",3,Addition,pinky the pig bought number0 apples while danny the duck bought number1 how,many apples do they have altogether ?
155, the dog number0 hotdog sticks a brown bag . his father number1 more hotdog sticks the same brown bag . how many hotdog sticks dylan and his father place the brown bag ?,dylan the dog prepared number0 hotdog sticks in a brown bag . his father placed number1 more hotdog sticks in the same brown bag . how many hotdog sticks did dylan and his father place in the brown bag ?,241 426,+ number0 number1,667.0,"[1, 2, 3, 4, 5, 6, 36, 37, 38, 14, 15, 16, 18]",3,Addition,dylan the dog prepared number0 hotdog sticks in a brown bag . his father placed number1 more hotdog sticks in the same brown bag .,how many hotdog sticks did dylan and his father place in the brown bag ?
156, helen 's mother number0 hotdogs . a few hours 's mother number1 hotdogs . how many hotdogs they altogether ?,helen 's mother brought number0 hotdogs . after a few hours dylan 's mother arrived with number1 hotdogs . how many hotdogs do they have altogether ?,101 379,+ number0 number1,480.0,"[1, 3, 4, 5, 15, 16, 17, 23, 24, 25]",3,Addition,helen 's mother brought number0 hotdogs . after a few hours dylan 's mother arrived with number1 hotdogs .,how many hotdogs do they have altogether ?
157, pinky number0 miniature pumpkin pies everyone and helen number1 how many miniature pies they total ?,pinky made number0 miniature pumpkin pies for everyone and helen made number1 how many miniature pies do they have in total ?,147 56,+ number0 number1,203.0,"[1, 2, 3, 5, 6, 10, 11, 12, 18, 19, 20]",3,Addition,pinky made number0 miniature pumpkin pies for everyone and helen made number1 how,many miniature pies do they have in total ?
158, it spring break rosewood high so rachel and her family to a trip europe . rachel always the french people they their tour a visit to france . their stay there to the famous eiffel tower . she number0 flights stairs up and number1 down what the total number steps she ?,it 's spring break at rosewood high so rachel and her family decided to take a trip across europe . since rachel has always been fascinated by the french people they began their tour with a visit to france . during their stay there rachel went to the famous eiffel tower . if she climbed number0 flights of stairs going up and number1 going down what is the total number of steps that she took ?,567 325,+ number0 number1,892.0,"[2, 72, 73, 74, 54, 55, 56, 61, 62, 63]",3,Addition,it 's spring break at rosewood high so rachel and her family decided to take a trip across europe . since rachel has always been fascinated by the french people they began their tour with a visit to france . during their stay there rachel went to the famous eiffel tower . if she climbed number0 flights of stairs going up and number1 going down,what is the total number of steps that she took ?
159, france rachel 's sister bella they the buckingham palace london . they number0 miles land and number1 miles sea the english channel what the total distance they ?,after visiting france rachel 's sister bella requested that they see the buckingham palace in london . if they travelled number0 miles by land and number1 miles by sea across the english channel what is the total distance that they travelled ?,451 150,+ number0 number1,601.0,"[2, 38, 39, 40, 19, 20, 21, 24, 25, 26]",3,Addition,after visiting france rachel 's sister bella requested that they see the buckingham palace in london . if they travelled number0 miles by land and number1 miles by sea across the english channel,what is the total distance that they travelled ?
160, the very first thing that when they england the food . she number0 grams bacon and number1 grams sausages how much food she total ?,the very first thing that rachel tried when they reached england was the food . if she ate number0 grams of bacon and number1 grams of sausages how much food did she eat in total ?,276 147,+ number0 number1,423.0,"[32, 33, 2, 34, 17, 18, 19, 22, 23, 24]",3,Addition,the very first thing that rachel tried when they reached england was the food . if she ate number0 grams of bacon and number1 grams of sausages,how much food did she eat in total ?
161, a hearty meal they to the buckingham palace . there rachel number0 visitors to the palace that day . there number1 visitors the previous day how many the palace number2 days ?,after eating a hearty meal they went to see the buckingham palace . there rachel learned that number0 visitors came to the palace that day . if there were number1 visitors the previous day how many visited the palace within number2 days ?,583 246 2,+ number0 number1,829.0,"[2, 6, 39, 40, 41, 16, 17, 18, 28, 29, 30]",3,Addition,after eating a hearty meal they went to see the buckingham palace . there rachel learned that number0 visitors came to the palace that day . if there were number1 visitors the previous day,how many visited the palace within number2 days ?
162, the last stop their tour italy ; there they naples the place where modern pizza . their stay there she number0 grams pizza and her sister ate number1 how many grams pizza rachel and bella ate there ?,the last stop of their tour was italy ; there they visited naples the place where modern pizza was invented . during their stay there she ate number0 grams of pizza and her sister ate number1 how many grams of pizza did rachel and bella ate there ?,598 354,+ number0 number1,952.0,"[1, 34, 35, 36, 5, 9, 44, 45, 46, 26, 27, 28]",3,Addition,the last stop of their tour was italy ; there they visited naples the place where modern pizza was invented . during their stay there she ate number0 grams of pizza and her sister ate number1 how,many grams of pizza did rachel and bella ate there ?
163, christmas . mr. anderson president nice people a charity event to share happiness to the less fortunate people . the first thing he to an orphanage . there he up santa and toys to the children . he number0 toy cars to the boys and number1 dolls to the girls how many toys he to all ?,christmas is near . mr. anderson president of nice people inc. organized a charity event to share happiness to the less fortunate people . the first thing that he did is to visit an orphanage . there he dressed up as santa and gave toys to the children . if he gave number0 toy cars to the boys and number1 dolls to the girls how many toys did he give to all ?,134 269,+ number0 number1,403.0,"[2, 69, 70, 71, 51, 52, 53, 54, 58, 59, 60]",3,Addition,christmas is near . mr. anderson president of nice people inc. organized a charity event to share happiness to the less fortunate people . the first thing that he did is to visit an orphanage . there he dressed up as santa and gave toys to the children . if he gave number0 toy cars to the boys and number1 dolls to the girls,how many toys did he give to all ?
164, next his list the nursing home his office . there he number0 vitamins and number1 boxes supplements . how many boxes medicine the nursing home receive mr. anderson ?,next on his list is the nursing home near his office . there he number0 boxes of vitamins and number1 boxes of supplements . how many boxes of medicine did the nursing home receive from mr. anderson ?,472 288,+ number0 number1,760.0,"[1, 34, 35, 36, 5, 13, 14, 15, 18, 19, 20]",3,Addition,next on his list is the nursing home near his office . there he number0 boxes of vitamins and number1 boxes of supplements .,how many boxes of medicine did the nursing home receive from mr. anderson ?
165, good what he anderson to to others . he the city and clothes to people . he number0 shirts and number1 trousers how many pieces clothing he out total ?,feeling good about what he did mr. anderson decided to continue giving to others . he went around the city and gave clothes to homeless people . if he gave number0 shirts and number1 trousers how many pieces of clothing did he gave out in total ?,589 345,+ number0 number1,934.0,"[32, 33, 34, 35, 2, 43, 44, 45, 30, 31]",3,Addition,feeling good about what he did mr. anderson decided to continue giving to others . he went around the city and gave clothes to homeless people . if he gave number0 shirts and number1 trousers,how many pieces of clothing did he gave out in total ?
166, out clothes he the homeless to the nearest soup kitchen to them a proper meal . he number0 men and number1 women how many homeless people he able to ?,after giving out clothes he invited the homeless to the nearest soup kitchen to give them a proper meal . if he fed number0 men and number1 women how many homeless people was he able to feed ?,219 328,+ number0 number1,547.0,"[2, 34, 35, 36, 22, 23, 24, 25, 26, 27]",3,Addition,after giving out clothes he invited the homeless to the nearest soup kitchen to give them a proper meal . if he fed number0 men and number1 women,how many homeless people was he able to feed ?
167, the last place he to the city animal shelter . there he some money to sure the dogs and cats there care . there number0 cats and number1 dogs there how many animals there the shelter ?,the last place that he went to was the city animal shelter . there he donated some money to make sure the dogs and cats there are being taken care of . if there are number0 cats and number1 dogs there how many animals are there in the shelter ?,645 567,+ number0 number1,1212.0,"[34, 35, 36, 37, 38, 39, 2, 46, 47, 48]",3,Addition,the last place that he went to was the city animal shelter . there he donated some money to make sure the dogs and cats there are being taken care of . if there are number0 cats and number1 dogs there,how many animals are there in the shelter ?
168, the dog a famous architect the city animapolis . together his engineer friend wally the wolf they to the tallest building ever the animus tower . to sure the framework the tower strongly they the best builders town . they number0 beavers and number1 spiders how many workers total they to the framework ?,denver the dog is a famous architect in the city of animapolis . together with his engineer friend wally the wolf they decided to build the tallest building ever the animus tower . to make sure the framework of the tower is strongly built they hired the best builders in town . if they hired number0 beavers and number1 spiders how many workers in total did they hire to make the framework ?,318 544,+ number0 number1,862.0,"[2, 69, 70, 71, 54, 55, 56, 57, 58, 59]",3,Addition,denver the dog is a famous architect in the city of animapolis . together with his engineer friend wally the wolf they decided to build the tallest building ever the animus tower . to make sure the framework of the tower is strongly built they hired the best builders in town . if they hired number0 beavers and number1 spiders,how many workers in total did they hire to make the framework ?
169, to heavy construction materials they number0 red ants and number1 black ants . how many ants they total ?,to carry heavy construction materials they employed number0 red ants and number1 black ants . how many ants did they employ in total ?,413 487,+ number0 number1,900.0,"[1, 5, 6, 7, 8, 9, 10, 11, 12, 13, 20, 21, 22]",3,Addition,to carry heavy construction materials they employed number0 red ants and number1 black ants .,how many ants did they employ in total ?
170, the framework they number0 monkeys and number1 termites to the rest the building . how many workers the rest the construction ?,after the framework was finished they asked number0 monkeys and number1 termites to finish the rest of the building . how many workers finished the rest of the construction ?,239 622,+ number0 number1,861.0,"[6, 7, 8, 9, 10, 11, 26, 27, 28]",3,Addition,after the framework was finished they asked number0 monkeys and number1 termites to finish the rest of the building .,how many workers finished the rest of the construction ?
171, when the building they to it brightly the night . to they number0 fireflies and number1 glow worms . how many animals the lights ?,when the building is done they wanted to make it shine brightly in the night . to fix that they commissioned number0 fireflies and number1 glow worms . how many animals worked in the lights ?,432 297,+ number0 number1,729.0,"[32, 33, 34, 4, 20, 21, 22, 23, 24, 25, 26]",3,Addition,when the building is done they wanted to make it shine brightly in the night . to fix that they commissioned number0 fireflies and number1 glow worms .,how many animals worked in the lights ?
172, it all the workers number0 year to the animus tower and it indeed the brightest and structure that can animapolis ' skyline . the first half the building number1 stories and the second half number2 stories . how many stories the animus tower ?,it took all of the workers number0 year to finish the animus tower and it was indeed the brightest and tallest structure that can be seen at animapolis ' skyline . if the first half of the building has number1 stories and the second half has number2 stories . how many stories do the animus tower has ?,1 145 255,+ number1 number2,400.0,"[1, 5, 38, 39, 6, 7, 40, 45, 46, 47, 14, 54, 55, 56]",3,Addition,it took all of the workers number0 year to finish the animus tower and it was indeed the brightest and tallest structure that can be seen at animapolis ' skyline . if the first half of the building has number1 stories and the second half has number2 stories .,how many stories do the animus tower has ?
173, it new year 's eve . benjamin and his family to new york city to part the celebration that to place later that night . the evening celebrations benjamin to some the famous places nyc first . the hotel he number0 steps to the nearest restaurant then another number1 steps to central park . how many steps he to to central park the hotel ?,it 's new year 's eve . benjamin and his family went to new york city to take part in the celebration that is going to take place later that night . before the evening celebrations benjamin wanted to see some of the famous places in nyc first . from the hotel he walked number0 steps to the nearest restaurant then another number1 steps to central park . how many steps did he take to get to central park from the hotel ?,234 378,+ number0 number1,612.0,"[1, 4, 7, 79, 80, 81, 53, 54, 55, 61, 62, 63]",3,Addition,it 's new year 's eve . benjamin and his family went to new york city to take part in the celebration that is going to take place later that night . before the evening celebrations benjamin wanted to see some of the famous places in nyc first . from the hotel he walked number0 steps to the nearest restaurant then another number1 steps to central park .,how many steps did he take to get to central park from the hotel ?
